2MASX,NED_id,ra,dec,l,b,Kmag,Kmag_err,z,zdist,zdist_err,D,D_err,gal_type,n_sumss,n_nvss,F1400,F1400_err,F843,F843_err,Fsyn,Lsyn,sum_ma,max_ma,lim_ma,max_dist_to_gal,min_dist_to_gal,contour_dist,geo_cen_ra,geo_cen_dec,flux_cen_ra,flux_cen_dec,class
13112384-4422400,PKS 1308-441,197.84927,-44.37778,306.68729,18.34838,10.362,0.057,0.05030171,0.05073094,0.000500347,219.3891086,2.163781235,-5,5,0,0,0,995.8,20.17176244,848.8541097,5.37734E+40,0.085694444,0.045416667,0,0.115269671,0.00081642,0,197.8883696,-44.4081458,197.887718,-44.39495769,j
13154932+4201454,MESSIER 063,198.95554,42.02929,105.99706,74.28773,5.722,0.016,0.001614458,0.002637562,0.00056706,10.1160542,1.54252266,4,0,5,356,9.915139939,0,0,411.4255025,5.54138E+37,0.114027778,0.035305556,0,0.0510354,0.002680434,0,198.956617,42.02804191,198.9509389,42.03215783,g
13161700+0702465,CGCG 044-046,199.07089,7.04624,320.4249,69.06982,10.353,0.061,0.050144934,0.051090542,0.000500347,221.0013913,2.164341034,-5,0,6,2042.8,42.45656604,0,0,2360.842743,1.51761E+41,0.111166667,0.034555556,0,0.054746116,0.012583791,0.003304136,199.0721465,7.032249567,199.0721298,7.040584061,j
13191657-0055009,VIII Zw 289 NOTES01,199.81908,-0.91702,317.48111,61.16583,11.346,0.074,0.081857027,0.085037267,0.000500347,376.7138588,2.216529442,98,0,3,500.1,10.22301325,0,0,577.9603759,1.07951E+41,0.063166667,0.034055556,0,0.027279056,0.010052439,0.001758174,199.8374786,-0.925040235,199.8291443,-0.920873027,j
13195002-2724362,NGC 5078,199.95851,-27.41009,310.6322,35.03671,7.128,0.013,0.007148313,0.007195038,0.00056706,30.12521541,2.374247287,-2,0,1,262.3,10.2,0,0,303.1373857,3.6208E+38,0.0055,0.0055,0,0.000378516,0.000378516,0,199.9577567,-27.41248318,199.9577583,-27.4083163,p
13211286-4342168,NGC 5090,200.30356,-43.70469,308.61121,18.83847,7.598,0.025,0.011411283,0.011189797,0.000416956,46.89303315,1.69899653,-5,6,0,0,0,12829.1,214.6018406,10935.96531,3.16503E+40,0.156083333,0.048722222,0,0.105789693,0.003639406,0.004239449,200.447381,-43.61643662,200.2789877,-43.70934712,j
13222448-1643420,MCG -03-34-064,200.60196,-16.72844,313.53986,45.50443,9.822,0.028,0.016918453,0.017493824,0.000391938,73.82195711,1.653935741,-2,0,1,274.9,8.3,0,0,317.6990749,2.27872E+39,0.00475,0.00475,1,0.000483806,0.000483806,0.001476994,200.6004202,-16.72835587,200.6004071,-16.72418889,p
13234497+3133568,NGC 5127,200.93747,31.56576,67.08517,81.68124,9.553,0.027,0.016181273,0.016753994,0.000500347,70.66044505,2.110227185,-5,0,9,1980,29.62535175,0,0,899.2420886,1.50371E+40,0.200111111,0.035333333,0,0.089642772,0.003611489,0,200.9300493,31.5652848,200.9201261,31.57349609,j
13245144+3622424,NGC 5141,201.21439,36.37854,87.53625,78.34771,9.773,0.025,0.017492186,0.018366413,0.000492008,77.55524825,2.077585225,-4,0,1,875.7,29.2,0,0,1012.037395,8.01167E+39,0.009,0.009,0,0.000259216,0.000259216,0,201.2112913,36.37647759,201.216398,36.38069897,j
13252775-4301073,Cen A,201.36565,-43.01871,309.51639,19.41761,3.948,0.015,0.001824604,0.001148808,0.00037526,3.589044728,0.273501463,-2,32,0,0,0,1803150.255,29723.10176,589503.9471,2.60588E+40,1.215722222,0.101722222,0,0.468247718,0.001170171,0.030196166,201.3831731,-43.00617294,201.3705397,-43.00192728,j
13261057-2725386,ESO 509- G 003,201.54411,-27.4274,312.32651,34.80983,10.939,0.063,0.043720459,0.043935812,0.000500347,189.0718651,2.153175617,-1,0,4,1595.1,31.43803429,0,0,1843.440503,8.67336E+40,0.059888889,0.025638889,0,0.043341637,0.004306213,0.010415035,201.5496302,-27.44959485,201.5495716,-27.44542832,j
13264647-2707078,2MASX J13264647-2707078,201.69371,-27.11891,312.54874,35.09209,11.419,0.076,0.043523655,0.043733228,0.000500347,188.1723677,2.152858628,98,0,2,254.2,6.815423685,0,0,293.7762998,1.36909E+40,0.02025,0.014222222,0,0.008455673,0.000831862,0,201.6902617,-27.12288214,201.6855162,-27.11877301,j
13295269+4711429,MESSIER 051a,202.46957,47.19526,104.85159,68.56084,5.589,0.017,0.001544409,0.002578513,0.000542042,8.759582925,1.011555389,4,0,7,1004.9,17.02351315,0,0,1161.352493,1.17283E+38,0.221083333,0.035305556,0,0.069841962,0.000781901,0,202.4785906,47.20624568,202.4795648,47.22707032,g
13322574-3308100,2MASX J13322574-3308100,203.10728,-33.13604,312.7345,28.95426,11.081,0.088,0.04905751,0.049507535,0.000500347,213.9098642,2.161875642,-5,3,0,0,0,2153.5,46.81944041,1835.717338,1.10553E+41,0.016,0.016,0,0.014660419,0.008590745,0.004589407,203.1021206,-33.14035479,203.098432,-33.13460464,u
13324251+0719382,NGC 5209,203.17723,7.32729,331.12198,67.911,10.204,0.05,0.023672588,0.023290784,0.000500347,98.7138923,2.120632274,-5,0,6,302.1,6.246599075,0,0,349.1338324,4.47768E+39,0.135694444,0.035277778,0,0.053421016,0.000529529,0,203.1933997,7.320033622,203.1933922,7.324200573,j
13344779-2707374,IC 4289,203.69919,-27.12709,314.6861,34.75306,10.281,0.047,0.034810918,0.034664235,0.000500347,148.1644889,2.138620425,-5,0,4,431.5,10.24548681,0,0,498.6800684,1.44084E+40,0.104888889,0.034972222,0,0.081812034,0.000168674,0,203.7378999,-27.09554517,203.7144449,-27.11633424,j
13351273-1122361,2MASX J13351273-1122361,203.80302,-11.37677,319.78284,50.05727,11.404,0.081,0.070025451,0.072077167,0.000500347,316.4526818,2.196758261,98,0,1,226.4,7.6,0,0,261.6481286,3.44857E+40,0.033194444,0.033194444,0,0.000221575,0.000221575,0,203.8044927,-11.37491958,203.8002425,-11.37491659,j
13360823-0829519,NGC 5232,204.03436,-8.49774,321.39938,52.76377,9.267,0.031,0.022795881,0.022481553,0.000500347,95.22634853,2.119346798,5,0,3,388.8,8.516454661,0,0,449.3321219,5.36273E+39,0.067055556,0.03525,0,0.024335923,0.000463813,0,204.033705,-8.516672332,204.0337057,-8.52500601,j
13363905-3357572,IC 4296,204.16269,-33.96588,313.5383,27.97297,7.579,0.021,0.012465351,0.012306711,0.000542042,51.12368284,2.075611886,-5,6,7,2420.2,45.73466956,26453.1,451.023414,22549.53068,7.75686E+40,0.281472222,0.090388889,0,0.222642186,0.000784069,0.001158946,204.1580953,-33.96484133,204.1530706,-33.96490518,j
13370091-2951567,MESSIER 083,204.25383,-29.86576,314.58353,31.97269,4.721,0.017,0.001711192,0.00114859,0.000408617,4.757640973,0.739665875,5,0,5,1090.7,20.32313952,0,0,1260.510662,3.75521E+37,0.138388889,0.035333333,0,0.0332352,0.001508242,0,204.2498512,-29.86677524,204.2402315,-29.86262312,g
13414914+2622248,UGC 08669 NED01,205.45474,26.37356,31.95186,78.73229,11.346,0.054,0.07573276,0.078823192,0.000500347,347.6958808,2.207073158,1,0,2,366.4,10.79675877,0,0,423.4446745,6.73752E+40,0.041444444,0.035305556,0,0.037821403,0.005545445,0,205.4747302,26.39597636,205.4607199,26.39195875,j
13434918-1949278,2MASX J13434918-1949278,205.95497,-19.82434,319.43051,41.36316,11.002,0.076,0.032852888,0.032720254,0.000500347,139.6549984,2.135556254,-6,0,2,234.2,7.810249676,0,0,270.6625076,6.94777E+39,0.055611111,0.035277778,0,0.019196373,0.001591288,0.002143453,205.9403714,-19.8269294,205.9491826,-19.82266622,j
13444152+4028027,B3 1342+407,206.17303,40.46738,86.80795,72.71243,11.615,0.046,0.075542628,0.078849785,0.000500347,347.8195798,2.207113719,98,0,4,229,5.797413216,0,0,264.6529216,4.21395E+40,0.077388889,0.035166667,0,0.081767086,9.79163E-05,0,206.1937746,40.45225533,206.1942191,40.47725389,j
13462397-3758155,ESO 325- G 016,206.59991,-37.97103,314.72601,23.63875,10.805,0.048,0.037606199,0.037506321,0.000500347,160.6475807,2.143092502,-5,3,5,876,18.17608319,1225.7,27.72742325,1044.828763,3.54893E+40,0.066722222,0.026972222,0,0.048401704,0.000470112,0,206.5697337,-37.97504278,206.5658882,-37.96982778,j
13471216-2422224,ESO 509- G 108,206.80067,-24.37294,318.83212,36.77103,10.007,0.034,0.019526937,0.019372558,0.000383599,81.95496148,1.590410705,-2,0,5,590.6,13.00769003,0,0,682.550286,6.03378E+39,0.113861111,0.035333333,0,0.042576402,0.012273828,0,206.8105711,-24.37459556,206.8106103,-24.37042895,j
13485251+2635348,CGCG 162-010,207.21877,26.59296,33.80866,77.18579,11.174,0.062,0.063260738,0.065392365,0.000500347,285.7607873,2.186486442,0,0,1,924.5,27.7,0,0,1068.435048,1.14831E+41,0.005111111,0.005111111,1,0.000401177,0.000401177,0.001521697,207.2171577,26.59344689,207.2171577,26.59344689,p
13521776+3126460,UGC 08782,208.07411,31.44619,54.5937,76.06011,11.036,0.05,0.045191483,0.04632825,0.000500347,199.713696,2.156915621,2,0,3,4844.2,145.785939,0,0,5598.391628,2.93889E+41,0.039138889,0.023111111,0,0.029896788,0.000147236,0.003435967,208.0696918,31.44964418,208.0696918,31.44964418,j
13560288+1822188,MRK 0463E,209.01202,18.3719,5.82357,72.74666,10.102,0.018,0.050001501,0.051185227,0.000500347,221.4260426,2.164488407,6,0,1,380.5,11.4,0,0,439.7398981,2.83764E+40,0.005194444,0.005194444,1,0.000102982,0.000102982,0,209.01427,18.37603532,209.0054879,18.37608558,p
13571620-2523251,ESO 510- G 023,209.31758,-25.39029,321.1712,35.13897,10.977,0.058,0.037863045,0.037889831,0.000500347,162.3358784,2.143695259,-2,0,1,591.1,18.9,0,0,683.1281308,2.36938E+40,0.013611111,0.013611111,0,0.000300797,0.000300797,0,209.3191969,-25.39038973,209.3145386,-25.386261,j
13595556-1056266,2MASX J13595556-1056266,209.98152,-10.94078,328.77597,48.46413,11.506,0.074,0.059691585,0.06104661,0.000500347,265.9520655,2.179781764,98,0,3,291.8,7.078135348,0,0,337.2302293,3.13933E+40,0.048833333,0.023972222,0,0.025267939,0.01510602,0,209.9880391,-10.9385622,209.9837645,-10.942699,j
14014186-1136251,MCG -02-36-002,210.42441,-11.60697,328.97672,47.68026,10.116,0.044,0.036688893,0.036827084,0.000500347,157.6596545,2.142024542,-4,0,5,2043.6,38.99641009,0,0,2361.767295,7.7265E+40,0.114972222,0.029805556,0,0.057710567,0.004724073,0.031741564,210.4302,-11.60811754,210.4174583,-11.60387933,j
14033877-3358422,NGC 5419,210.91154,-33.97839,319.62476,26.54189,7.705,0.019,0.013762922,0.013711525,0.00047533,57.3700963,1.935329139,-5,2,3,370,12.59761882,608.9,19.7040605,519.0472659,2.24845E+39,0.061277778,0.053722222,0,0.06090499,0.000817131,0.00181081,211.031754,-34.02924321,211.0023257,-34.01759472,j
14070036+2827141,MRK 0668,211.75163,28.45403,41.86201,73.2518,11.595,0.04,0.076576682,0.079817608,0.000500347,352.3242021,2.208589327,0,0,1,816.6,24.5,0,0,943.7361387,1.54184E+41,0.004694444,0.004694444,1,0.000140671,0.000140671,0,211.7535632,28.45395269,211.748824,28.45394419,p
14071554-2709293,ESO 510- G 066,211.81485,-27.1582,323.02802,32.73756,10.076,0.039,0.024173508,0.023746671,0.000500347,100.6804453,2.121356131,-2,0,6,274.1,5.742821606,0,0,316.7745232,4.22615E+39,0.110055556,0.035277778,0,0.099885439,0.000277449,0,211.7751585,-27.18728847,211.7892347,-27.17480953,j
14072978-2701043,IC 4374,211.87405,-27.01787,323.14438,32.85114,9.703,0.038,0.02179852,0.021331456,0.000433634,90.27687546,1.83518281,-2,0,1,645.5,22.8,0,0,745.9976458,8.00193E+39,0.003972222,0.003972222,0,0.000217516,0.000217516,0,211.8737196,-27.01656012,211.8737196,-27.01656012,p
14095733+1732435,NGC 5490,212.4888,17.54548,9.14142,69.50968,9.019,0.023,0.016194616,0.017063729,0.000433634,72.07906193,1.744945031,-5,0,3,806.6,16.29048802,0,0,932.1792426,6.37415E+39,0.063277778,0.029277778,0,0.041944276,0.000285086,0.066469069,212.5069343,17.54959962,212.5025872,17.55794611,j
14102887-4246555,ESO 271- G 020,212.62038,-42.7821,318.03516,17.75963,11.384,0.079,0.051385799,0.051961876,0.000500347,224.9113077,2.165696848,98,2,0,0,0,2487.7,68.86806226,2120.600892,1.41184E+41,0.021444444,0.021444444,0,0.006907651,0.000390073,0,212.6262637,-42.78281005,212.6221003,-42.782722,j
14131490-0312272,NGC 5506,213.31209,-3.20756,339.1503,53.81009,8.216,0.017,0.006180973,0.006449039,0.000408617,26.91125271,1.646871019,1,0,1,338.8,10.2,0,0,391.5476412,3.73213E+38,0.004694444,0.004694444,1,0.000266436,0.000266436,0.001614681,213.3105001,-3.207264226,213.3063259,-3.207270865,p
14165292+1048264,NGC 5532,214.2206,10.80737,357.9613,64.11185,8.856,0.025,0.024710548,0.024797987,0.000500347,105.2204696,2.123024504,-2,0,5,4445.4,70.51602655,0,0,5137.50261,7.48612E+40,0.125055556,0.035361111,0,0.04499664,0.004430925,0,214.2223848,10.80261491,214.2138725,10.80672849,j
14200369-4935424,PKS 1416-49,215.01541,-49.59509,317.34085,10.78111,11.743,0.086,0.091420356,0.095210214,0.000500347,424.707885,2.231916702,98,3,0,0,0,4584,121.8495384,3907.558987,9.27664E+41,0.145472222,0.106055556,0,0.021428647,0.001090873,0,215.0471446,-49.59963247,215.0235723,-49.59963948,p
14244053+2637303,CGCG 163-041,216.16887,26.62511,36.89185,69.23223,11.349,0.058,0.037125864,0.03788581,0.000500347,162.3181744,2.143688941,98,0,3,857.6,21.2339351,0,0,991.1194129,3.43688E+40,0.030666667,0.011444444,0,0.021846709,0.009822075,0,216.1677929,26.62476477,216.167799,26.62893263,j
14295539+0715129,CGCG 047-067,217.48076,7.25356,357.06171,59.33564,11.009,0.066,0.055088378,0.056465533,0.000500347,245.1941961,2.172690947,-5,0,9,2067.6,35.69943977,0,0,2389.503846,1.89074E+41,0.2215,0.035333333,0,0.162430287,0.011083767,0.002924345,217.4914414,7.305636821,217.5039359,7.272255632,j
14313860-4325060,IC 4441,217.91092,-43.41844,321.5726,15.7968,8.623,0.024,0.006581252,0.005820195,0.000675468,25.33275047,2.48099689,6,1,0,0,0,311.4,12.3,265.4480516,2.24207E+38,0.016472222,0.016472222,0,0.001035085,0.001035085,0,217.9130349,-43.41778761,217.9130349,-43.41778761,g
14401795+0556341,2MASX J14401795+0556341,220.07487,5.94279,358.55603,56.55526,11.641,0.079,0.061105904,0.062874095,0.000500347,274.2682001,2.182603823,98,0,6,329.6,8.061637551,0,0,380.9152967,3.77124E+40,0.121944444,0.035194444,0,0.064594106,0.000739694,0,220.0670228,5.908683718,220.0670233,5.912852703,j
14413371-3754543,ESO 327- G 009,220.39041,-37.91516,325.76974,20.0246,11.288,0.047,0.039530873,0.039604113,0.000500347,169.8936812,2.146387537,98,2,2,491.6,13.12402377,791.1,21.35649784,674.3608016,2.56183E+40,0.009944444,0.005416667,0,0.020341666,0.000380461,0.011412153,220.3890674,-37.92948165,220.3890611,-37.93365068,u
14441768-4357434,2MASX J14441768-4357434,221.07378,-43.96202,323.49695,14.35708,11.613,0.076,0.070242269,0.072140589,0.000500347,316.7451484,2.196855473,98,2,0,0,0,360.6,11.35957746,307.3878208,4.05892E+40,0.045833333,0.031055556,0,0.022808837,0.008194332,0,221.0740883,-43.96417584,221.0696847,-43.955419,j
14492161+6316142,IC 1065,222.33997,63.27056,103.17725,49.08896,10.765,0.044,0.041675701,0.04318448,0.000500347,185.7371235,2.151999752,-2,0,1,3006,90.2,0,0,3474.002979,1.57736E+41,0.004916667,0.004916667,1,0.000276,0.000276,0,222.3402977,63.27086254,222.3402977,63.27086254,p
14535765+0332401,NGC 5775,223.49016,3.54451,359.43176,52.42291,7.748,0.014,0.005613525,0.00589679,0.000391938,24.75661146,1.612603789,5,0,2,283.5,9.113725912,0,0,327.6380055,2.6429E+38,0.058361111,0.033444444,0,0.021806138,0.002998444,0,223.490685,3.545670944,223.490685,3.545670944,g
14542347+1621187,IC 4516,223.59776,16.35524,18.58346,59.58734,10.298,0.036,0.045274875,0.046304984,0.000500347,199.6100401,2.156879282,-4,0,6,1454.1,28.41372908,0,0,1680.488268,8.81261E+40,0.092611111,0.035333333,0,0.045230403,0.014138542,0.027352432,223.596132,16.36629274,223.5874554,16.36210963,j
14550964-3655077,PKS 1452-367,223.79013,-36.91878,328.80478,19.66051,11.472,0.082,0.094659279,0.098934322,0.000500347,442.4282458,2.237520712,98,0,2,1189.8,34.63177732,0,0,1375.039503,3.54246E+41,0.040083333,0.024722222,0,0.028445832,0.003377928,0,223.7906002,-36.93154416,223.7855202,-36.92315858,j
14555524+1151407,NGC 5782,223.98022,11.8614,11.44662,57.0724,10.267,0.052,0.031675401,0.032076556,0.000500347,136.8424925,2.13454069,-1,0,5,414.7,9.442986816,0,0,479.2644829,1.18119E+40,0.083388889,0.035305556,0,0.05541648,0.00111101,0,223.9829694,11.86666602,223.9787117,11.86666573,j
14592480-1641365,NGC 5793,224.85329,-16.69347,341.96017,36.29985,9.413,0.024,0.011644779,0.011158139,0.000642112,46.86026347,2.696644388,3,0,1,1200.5,36,0,0,1387.405381,4.00975E+39,0.005138889,0.005138889,1,0.000181139,0.000181139,0,224.8526339,-16.69417541,224.8526153,-16.69000847,p
15031519+3608520,2MASX J15031519+3608520,225.8132,36.14774,59.11855,60.6931,11.714,0.071,0.073387793,0.076583303,0.000500347,337.2921978,2.203653969,98,0,2,402.5,10.54751155,0,0,465.1650696,6.96505E+40,0.017722222,0.009666667,0,0.010496492,0.009793008,0.00251535,225.8101372,36.14728173,225.8101802,36.15144826,j
15041584+2834110,CGCG 165-007,226.06607,28.56975,43.59377,60.69739,11.625,0.066,0.058390679,0.060372256,0.000500347,262.8884474,2.178739453,98,0,10,1783.4,28.7643877,0,0,2061.056857,1.87472E+41,0.236138889,0.035333333,0,0.100318808,0.024116469,0.015123029,226.0888504,28.61348732,226.0790243,28.59696454,j
15061668-4325285,2MASX J15061668-4325285,226.5696,-43.42464,327.36386,12.95891,10.832,0.06,0.055912286,0.056845378,0.000500347,246.9105246,2.173279792,-5,2,0,0,0,385.4,11.40175425,328.5281923,2.63607E+40,0.018638889,0.018638889,0,0.02453994,0.009223263,0,226.5698389,-43.43931367,226.5738183,-43.4304593,u
15064449+3428232,B2 1504+34 NED01,226.68536,34.47312,55.57883,60.18147,11.673,0.059,0.111174118,0.118413662,0.000500347,536.4161996,2.266581152,98,0,2,220.9,7.11758386,0,0,255.2918357,9.66819E+40,0.018388889,0.01025,0,0.018345157,0.002758682,0,226.6831777,34.46700359,226.6832618,34.47117115,j
15072530+0829446,2MASX J15072530+0829446,226.85547,8.49571,9.26088,52.85757,11.451,0.061,0.078891628,0.082162937,0.000500347,363.2632383,2.212160812,98,0,5,330.3,7.312318374,0,0,381.7242795,6.62975E+40,0.096416667,0.033,0,0.061788701,0.020894886,0.006232204,226.8624725,8.485951564,226.8666614,8.494296662,j
15104145-4512216,2MASX J15104145-4512216,227.67276,-45.20602,327.12405,11.02472,10.501,0.055,0.034530723,0.034406516,0.000500347,147.0350114,2.138214447,-5,2,0,0,0,438.4,12.49639948,373.707212,1.06335E+40,0.054166667,0.031333333,0,0.014604015,0.009626215,0,227.6678938,-45.20131159,227.6676875,-45.19691434,j
15105610+0544416,IC 1101,227.73375,5.7449,6.47364,50.54563,10.299,0.061,0.021488304,0.021546676,0.000500347,91.20244892,2.117860805,-5,0,2,534.4,18.20439507,0,0,617.6005297,6.76122E+39,0.015222222,0.008777778,0,0.014995692,0.001155364,0,227.7319857,5.746060164,227.7319857,5.746060164,j
15112652+0620568,UGC 09756 NED02,227.86052,6.3491,7.35868,50.80329,11.186,0.089,0.0809564,0.084394627,0.000500347,373.702364,2.215553513,-5,0,1,565.3,19.2,0,0,653.3113387,1.20082E+41,0.007361111,0.007361111,0,0.000397691,0.000397691,0,227.8616511,6.349748652,227.8574576,6.353915621,j
15144933+1017035,2MASX J15144933+1017035,228.70563,10.28426,13.36608,52.30113,11.712,0.067,0.057236541,0.058897825,0.000500347,256.1996272,2.176458721,98,0,1,436.7,14.4,0,0,504.6896544,4.35999E+40,0.019361111,0.019361111,0,0.000913537,0.000913537,0,228.7071991,10.2780145,228.7029734,10.2821937,j
15161186-3819218,2MASX J15161186-3819218,229.04951,-38.32278,331.79053,16.30547,10.562,0.06,0.039140601,0.039260473,0.000500347,168.3772093,2.145848118,-2,7,1,21.1,1.1,1173.7,24.2460306,1000.502178,3.73327E+40,0.241222222,0.095555556,0,0.170402704,0.000649581,0.163649018,228.9638839,-38.3265243,229.0065995,-38.33641776,j
15164020+0015017,CGCG 021-063,229.16756,0.25052,1.38221,45.98679,11.608,0.057,0.052586635,0.053826664,0.000500347,233.2946831,2.168595613,-4,0,4,2659.5,51.21659887,0,0,3073.556528,2.20169E+41,0.069833333,0.0255,0,0.029651566,0.000151325,0,229.1667585,0.250000806,229.1667588,0.254167514,j
15164448+0701180,UGC 09799,229.18536,7.02164,9.41734,50.12033,9.877,0.051,0.034457339,0.034937029,0.000500347,149.3604887,2.13905007,-5,0,1,5499.3,209.1,0,0,6355.483894,1.86605E+41,0.007,0.007,0,0.000390291,0.000390291,0,229.1839675,7.023262995,229.1839781,7.02743025,j
15174180-2422192,AP Lib,229.42424,-24.37206,340.68057,27.57806,10.876,0.048,0.049030825,0.049762219,0.000500347,215.0497596,2.162272481,-5,0,1,2041.9,61.3,0,0,2359.802623,1.43634E+41,0.005222222,0.005222222,1,0.000199052,0.000199052,0,229.4273371,-24.37258284,229.4227618,-24.372625,p
15183652-2404069,NGC 5903,229.65219,-24.06859,341.07385,27.69607,8.172,0.025,0.008555961,0.008147857,0.00047533,33.95250032,1.87819097,-5,0,4,261.5,7.642643522,0,0,302.212834,4.58523E+38,0.120888889,0.035305556,0,0.038864315,0.004000379,0.00451551,229.6478589,-24.08703491,229.6479125,-24.0912013,g
15212251+0420304,CGCG 049-138,230.34389,4.34174,7.12575,47.6222,11.28,0.057,0.052156336,0.053441838,0.000500347,231.5629154,2.167997732,98,0,6,520.7,13.88344338,0,0,601.7675819,4.24689E+40,0.123277778,0.034833333,0,0.077736382,0.001409107,0,230.3492052,4.34001466,230.3408353,4.344164596,j
15305641+8227211,IC 1143,232.7345,82.45585,117.18484,32.80029,9.618,0.03,0.022101177,0.022871182,0.000500347,96.90501812,2.119965823,-5,0,6,227.2,6.184658438,0,0,262.5726803,3.24524E+39,0.151277778,0.035138889,0,0.049227047,0.0001736,0.000909871,232.7193935,82.44020497,232.6649812,82.44957724,j
15345727+2330104,ARP 220,233.73863,23.50291,36.62685,53.02832,9.939,0.023,0.018125961,0.018775243,0.000450312,79.30604668,1.902104873,10,0,1,326.3,9.8,0,0,377.101521,3.12159E+39,0.004777778,0.004777778,1,0.000176076,0.000176076,0,233.7404648,23.50263441,233.7359198,23.50268584,p
15385414+1701344,NGC 5972,234.7256,17.02622,27.19629,50.10738,10.828,0.044,0.030114409,0.030156509,0.000500347,128.4685931,2.131508628,2,0,8,262.8,6.623443213,0,0,303.7152305,6.59728E+39,0.18075,0.035194444,0,0.108401615,0.00149969,0.002500082,234.7928682,17.02170281,234.7710489,17.02574795,j
15433394+0452190,CGCG 050-083,235.89139,4.87199,12.26177,43.38797,10.528,0.046,0.039961173,0.040699952,0.000500347,174.7344642,2.148106806,-3,0,1,282.4,8.5,0,0,326.366747,1.3115E+40,0.005277778,0.005277778,1,0.000145119,0.000145119,0.003039116,235.8912739,4.870859739,235.8870922,4.870859177,p
15564156-3302185,PKS 1553-328,239.17329,-33.0386,341.90759,15.46919,11.611,0.082,0.06555567,0.067331403,0.000500347,294.6359177,2.189471138,98,2,3,1078.4,30.48507832,1272.6,34.03527582,1246.29568,1.42396E+41,0.074305556,0.053583333,0,0.02558258,0.002501197,0,239.1743087,-33.03618772,239.1670189,-33.03622563,j
15572135+5440163,CGCG 275-016,239.33905,54.67116,85.33302,46.58634,11.144,0.05,0.047116158,0.04888361,0.000500347,211.1190275,2.160903156,-5,0,6,274.7,5.956509045,0,0,317.4679369,1.86234E+40,0.113555556,0.035277778,0,0.07233912,0.001086191,0,239.3652918,54.7107074,239.3799712,54.6941128,j
15573014+7041207,NGC 6048,239.37575,70.68913,104.879,39.26165,9.785,0.04,0.025717917,0.02678587,0.000500347,113.8239635,2.126175717,-5,0,8,1966.4,27.05919437,0,0,2272.548057,3.87512E+40,0.209527778,0.035333333,0,0.084887333,0.004218515,0,239.3631608,70.68578677,239.3889773,70.68951658,j
15582195-1409585,2MASX J15582195-1409585,239.59146,-14.1663,356.51456,28.67642,11.504,0.106,0.097407861,0.102382798,0.000500347,458.9086367,2.242696142,98,0,2,468.9,16.30766691,0,0,541.9028599,1.50203E+41,0.014444444,0.010444444,0,0.018232376,0.00017,0,239.5917487,-14.16596467,239.5874589,-14.16178764,p
15590169+5924216,MCG +10-23-012,239.75703,59.40606,91.47909,44.58934,11.235,0.057,0.060201941,0.062791015,0.000500347,273.8897027,2.182475611,-1,0,2,218.9,7.510659092,0,0,252.9804565,2.49771E+40,0.016805556,0.01175,0,0.017297338,9.6797E-05,0,239.7544112,59.40392388,239.7543508,59.4122576,p
16033205+1711546,NGC 6034,240.88365,17.19862,30.65973,44.70462,10.614,0.052,0.034017032,0.034747759,0.000500347,148.5306311,2.138751983,-4,0,5,692.6,16.58131479,0,0,800.4306266,2.32413E+40,0.095694444,0.035305556,0,0.060516705,0.001090444,0,240.859247,17.19005574,240.8679513,17.18585359,j
16045670+2355583,NGC 6051,241.23622,23.93283,39.95714,46.49448,9.656,0.036,0.031948924,0.03270425,0.000500347,139.5850391,2.13553101,-5,0,3,663,21.77820011,0,0,766.222214,1.96488E+40,0.032416667,0.012833333,0,0.022725398,0.000426696,0,241.2355158,23.93671461,241.2355158,23.93671461,j
16050900+1743478,NGC 6047,241.28751,17.72993,31.55129,44.53724,10.834,0.045,0.031261779,0.03190767,0.000500347,136.1050082,2.13427416,-4,0,1,785.8,28.9,0,0,908.1408986,2.21414E+40,0.009972222,0.009972222,0,0.000418342,0.000418342,0,241.2862828,17.74231161,241.2862229,17.73397462,p
16061598+1814592,NGC 6061,241.5667,18.24988,32.36483,44.47239,10.499,0.04,0.03689904,0.037761652,0.000500347,161.7715017,2.14349382,-3,0,7,419.6,9.629122494,0,0,484.927362,1.67026E+40,0.178388889,0.035305556,0,0.075649728,0.000214832,0,241.5753815,18.26353354,241.5839315,18.23844427,j
16082116+2828436,IC 4590,242.08815,28.47874,46.66071,46.74408,11.692,0.059,0.050181627,0.051818622,0.000500347,224.2681698,2.165474001,98,0,3,239.1,7.080254233,0,0,276.3253867,1.8292E+40,0.062222222,0.026861111,0,0.028685949,0.000697449,0,242.0861244,28.47600154,242.0815468,28.4844051,j
16103572-0511173,2MASX J16103572-0511173,242.64885,-5.18808,6.7671,32.07239,11.698,0.085,0.073004193,0.07573947,0.000500347,333.3805377,2.202364395,98,0,4,378.8,7.836453279,0,0,437.7752257,6.40377E+40,0.085805556,0.031361111,0,0.043423288,0.007409351,0,242.6443325,-5.18230316,242.6443325,-5.18230316,j
16174059+3500154,2MASX J16174059+3500154,244.41904,35.00427,56.38386,45.62592,10.523,0.041,0.029814104,0.03067534,0.000500347,130.7290983,2.132328357,-5,0,6,2139.9,39.41585975,0,0,2473.060205,5.56267E+40,0.161194444,0.035361111,0,0.163918048,0.010721755,0.003896257,244.3647963,35.08797709,244.374911,35.08369316,j
