Source_Name,DataRelease,RAJ2000,DEJ2000,GLON,GLAT,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_68_PosAng,Conf_95_SemiMajor,Conf_95_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,Unc_LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,Unc_PLEC_Exp_Index,PLEC_SigCurv,Npred,Flux_Band.0,Flux_Band.1,Flux_Band.2,Flux_Band.3,Flux_Band.4,Flux_Band.5,Flux_Band.6,Unc_Flux_Band.0_0,Unc_Flux_Band.0_1,Unc_Flux_Band.1_0,Unc_Flux_Band.1_1,Unc_Flux_Band.2_0,Unc_Flux_Band.2_1,Unc_Flux_Band.3_0,Unc_Flux_Band.3_1,Unc_Flux_Band.4_0,Unc_Flux_Band.4_1,Unc_Flux_Band.5_0,Unc_Flux_Band.5_1,Unc_Flux_Band.6_0,Unc_Flux_Band.6_1,nuFnu_Band.0,nuFnu_Band.1,nuFnu_Band.2,nuFnu_Band.3,nuFnu_Band.4,nuFnu_Band.5,nuFnu_Band.6,Sqrt_TS_Band.0,Sqrt_TS_Band.1,Sqrt_TS_Band.2,Sqrt_TS_Band.3,Sqrt_TS_Band.4,Sqrt_TS_Band.5,Sqrt_TS_Band.6,Variability_Index,Frac_Variability,Unc_Frac_Variability,Signif_Peak,Flux_Peak,Unc_Flux_Peak,Time_Peak,Peak_Interval,Flux_History.0,Flux_History.1,Flux_History.2,Flux_History.3,Flux_History.4,Flux_History.5,Flux_History.6,Flux_History.7,Flux_History.8,Flux_History.9,Unc_Flux_History.0_0,Unc_Flux_History.0_1,Unc_Flux_History.1_0,Unc_Flux_History.1_1,Unc_Flux_History.2_0,Unc_Flux_History.2_1,Unc_Flux_History.3_0,Unc_Flux_History.3_1,Unc_Flux_History.4_0,Unc_Flux_History.4_1,Unc_Flux_History.5_0,Unc_Flux_History.5_1,Unc_Flux_History.6_0,Unc_Flux_History.6_1,Unc_Flux_History.7_0,Unc_Flux_History.7_1,Unc_Flux_History.8_0,Unc_Flux_History.8_1,Unc_Flux_History.9_0,Unc_Flux_History.9_1,Sqrt_TS_History.0,Sqrt_TS_History.1,Sqrt_TS_History.2,Sqrt_TS_History.3,Sqrt_TS_History.4,Sqrt_TS_History.5,Sqrt_TS_History.6,Sqrt_TS_History.7,Sqrt_TS_History.8,Sqrt_TS_History.9,ASSOC_FGL,ASSOC_FHL,ASSOC_GAM1,ASSOC_GAM2,ASSOC_GAM3,TEVCAT_FLAG,ASSOC_TEV,CLASS1,CLASS2,ASSOC1,ASSOC2,ASSOC_PROB_BAY,ASSOC_PROB_LR,RA_Counterpart,DEC_Counterpart,Unc_Counterpart,Flags
4FGL J0426.5+5434,1,66.6306,54.5704,150.8796,3.8204,0.0286,0.0266,-78.030,0.0464,0.0431,-78.030,961,,28.450,650.28,2.1675e-09,1.1496e-10,2.6899e-11,1.6067e-12,LogParabola,9.6720e-12,4.1284e-13,2.6123,0.0286,1.4283e-11,6.7068e-13,2.4477,0.0576,0.4055,0.0553,10.444,1.3869e-11,6.4224e-13,1.3404,0.1434,0.01994,0.00228,0.6667,nan,10.496,4044.26,2.1275354811223224e-08,3.2017972273479245e-08,1.4677197235357653e-08,2.155479128518323e-09,1.0388731541688401e-10,2.1194046748184737e-14,1.400129474064479e-15,nan,2.6713774303743776e-08,-5.1161261893639676e-09,4.6301846801100055e-09,-8.163036913089172e-10,8.163036913089172e-10,-1.3617648675356975e-10,1.3617648675356975e-10,-2.5706254833113285e-11,2.7707303465462907e-11,nan,6.306223338664596e-12,nan,5.4422269642195875e-12,3.5966624643835043e-12,8.18869624885643e-12,9.721101527915277e-12,4.617064543188665e-12,5.736924607244176e-13,4.017390712647849e-16,3.891768645903993e-17,0.36905527114868164,5.2864837646484375,20.355854034423828,19.858856201171875,4.883232593536377,0.0,0.0,9.4836,0.0000,10.0000,nan,nan,nan,nan,nan,4.955211707624585e-08,5.2826671037564665e-08,3.7167971811413736e-08,5.262607771783223e-08,4.577116996529185e-08,5.210732112459482e-08,5.23800522955753e-08,4.699906952509991e-08,5.46789635791356e-08,4.652252627579401e-08,-5.593248530999517e-09,5.720934392883237e-09,-5.155470716999844e-09,5.155470716999844e-09,-4.738037961971031e-09,4.855836177597439e-09,-5.1757655938899916e-09,5.1757655938899916e-09,-4.918879525916964e-09,5.023336857590266e-09,-5.208297793046768e-09,5.319008344883969e-09,-5.268034009020539e-09,5.380308643054832e-09,-4.997147584617778e-09,5.099497712990342e-09,-5.2179571774502165e-09,5.2179571774502165e-09,-5.527764024293447e-09,5.659920088163517e-09,9.926895141601562,11.759291648864746,8.663928985595703,11.599040031433105,10.389886856079102,11.328400611877441,11.262737274169922,10.520174026489258,12.039535522460938,9.420581817626953,3FGL J0426.7+5437,,,,,N,,,,,G150.3+4.5 field,0.0000,0.0000,nan,nan,nan,0
4FGL J0426.7+6826,1,66.6805,68.4498,140.6745,13.3637,0.0162,0.0149,-38.900,0.0262,0.0241,-38.900,1259,,16.769,1868.03,5.7871e-10,4.6836e-11,6.7208e-12,5.5838e-13,PowerLaw,1.7723e-13,1.4225e-14,2.2296,0.0613,1.9101e-13,1.7624e-14,2.1994,0.0746,0.0522,0.0375,1.481,1.8804e-13,1.6750e-14,2.0679,0.1214,0.00092,0.00064,0.6667,nan,1.689,1098.66,2.966077470439865e-12,6.035035138296507e-09,1.993578857550915e-09,3.8584765937876853e-10,1.2721182440778023e-10,3.1450186205317365e-11,5.574477945219369e-12,nan,1.2178711372712314e-08,-2.8498865489723357e-09,2.805537802075264e-09,-3.076320032047164e-10,3.14541337420593e-10,-5.444307157875805e-11,5.671475789004177e-11,-1.9676649198885343e-11,2.1050600498839778e-11,-7.883067462688409e-12,9.237796291805545e-12,-2.794837928796201e-12,4.035932178736434e-12,4.70863127219383e-16,1.4179837859451538e-12,1.3324701585160081e-12,9.065825347376322e-13,8.502595871297258e-13,7.389494289904153e-13,2.7186724551285513e-13,0.0,2.155963182449341,6.923270225524902,8.483795166015625,9.905474662780762,7.807711124420166,4.169467449188232,18.8123,0.2901,0.1278,nan,nan,nan,nan,nan,4.159945277137922e-09,9.143688473045586e-09,8.299382514564968e-09,6.679049757707389e-09,6.222597104255101e-09,1.4324831987266862e-08,9.383914978400298e-09,1.634042057219176e-08,9.35926625089678e-09,8.12234723923666e-09,-2.497857032324191e-09,2.7072157848806455e-09,-2.272835253336325e-09,2.4333501880136055e-09,-2.1731616506315277e-09,2.3533304194245375e-09,-2.254805897550227e-09,2.4231823214648784e-09,-2.2059469806379184e-09,2.3677253491172223e-09,-2.597039916452104e-09,2.735244919449542e-09,-2.1702333263817764e-09,2.3696034023856782e-09,-2.522159148199421e-09,2.64577382225184e-09,-2.35299690842794e-09,2.5360924471584667e-09,-2.3582822361589706e-09,2.5569999451136027e-09,1.7501883506774902,4.843411922454834,4.877223014831543,3.2624425888061523,3.1669654846191406,7.247376441955566,7.161613941192627,9.203432083129883,4.92329740524292,4.11832857131958,3FGL J0426.3+6827,3FHL J0426.7+6827,,,,N,,bcu,,4C +68.05,,0.9984,0.9576,66.7086,68.4314,0.00000,0
4FGL J0427.2+5533e,1,66.8150,55.5540,150.2422,4.5784,nan,nan,nan,nan,nan,nan,961,G150.3+4.5,22.374,9370.74,2.7958e-09,2.2291e-10,4.1154e-11,2.2940e-12,LogParabola,4.9420e-14,2.8470e-15,1.6796,0.0305,5.9131e-14,3.9906e-15,1.5836,0.0451,0.0812,0.0209,3.969,5.4170e-14,3.3607e-15,1.5061,0.0534,0.00026,0.00007,0.6667,nan,3.088,1907.93,1.6348129960874758e-08,5.089267698129944e-14,6.673200325657547e-10,1.2865365439651555e-09,8.992512290362242e-10,4.5687156835505505e-10,2.2617480111009058e-10,nan,3.058664432842306e-08,nan,5.766354504999072e-09,nan,7.696382975375116e-10,-2.3614912803004984e-10,2.378340580033722e-10,-9.620659130460396e-11,9.730834887866635e-11,-4.2807427741431425e-11,4.2807427741431425e-11,-2.5796424024671083e-11,2.6989285806244823e-11,2.748255832976665e-12,1.3595844950386982e-17,5.088070806694156e-13,3.31186510507675e-12,6.55650490496984e-12,1.132944345977327e-11,1.2279696356976011e-11,0.2835884094238281,0.0,0.7583780288696289,5.559643745422363,10.098711013793945,13.052445411682129,10.889047622680664,8.7127,0.0000,10.0000,nan,nan,nan,nan,nan,8.222396097323781e-09,4.741725678769626e-09,5.7688458454663305e-09,5.575620853903729e-09,6.336923874528111e-09,6.684521380861952e-09,7.193357021151314e-09,7.791179257310432e-09,6.460606716274242e-09,5.034747729837363e-09,-1.2569126850436874e-09,1.3189679348712957e-09,-1.0432887886935305e-09,1.1044596348597224e-09,-1.0894275481732052e-09,1.1453060722033115e-09,-1.0823418827854425e-09,1.1364877927633188e-09,-1.1110296016525467e-09,1.1657282916743839e-09,-1.1722252057921878e-09,1.2289708140045263e-09,-1.1340066663478865e-09,1.1930068044563313e-09,-1.118830028623563e-09,1.15867548888815e-09,-1.1131235932992922e-09,1.169876195916686e-09,-1.0965395258466515e-09,1.167152263725768e-09,8.139110565185547,5.233077049255371,6.2616424560546875,6.057787895202637,6.773922920227051,6.700414180755615,7.873523712158203,8.707070350646973,6.925307273864746,5.467026233673096,3FGL J0425.8+5600,3FHL J0427.2+5533e,,,,N,,SNR,,SNR G150.3+04.5,,nan,nan,66.7900,55.4600,1.40000,4
4FGL J0427.3-3900,1,66.8260,-39.0097,242.1729,-43.9343,0.0276,0.0246,5.020,0.0448,0.0399,5.020,953,,21.779,504.79,6.3519e-10,5.1246e-11,1.5482e-11,9.2904e-13,PowerLaw,8.1838e-12,4.5838e-13,2.8442,0.0475,8.2490e-12,5.4131e-13,2.8431,0.0485,0.0061,0.0272,0.209,8.2883e-12,5.1497e-13,2.8105,0.0854,0.00055,0.00116,0.6667,nan,0.416,3080.74,8.440559184919039e-08,3.0732984157566534e-08,5.78155434638461e-09,5.317318252373582e-10,8.452974431527593e-11,1.928964224408216e-14,2.3782482060086263e-12,-3.3621656569948755e-08,3.404471371482032e-08,-4.441368606222795e-09,4.310599432955087e-09,-4.4743636573585377e-10,4.4743636573585377e-10,-6.325485968350364e-11,6.644001321332027e-11,-1.8218903816147325e-11,2.0460313998604818e-11,nan,5.606965846477463e-12,-1.7282953497163578e-12,3.25082712485103e-12,1.3082470870506846e-11,6.816031246359433e-12,3.6087892656827547e-12,1.179287028273135e-12,5.276262825086586e-13,4.278100836367822e-16,9.425344890418713e-14,2.516835927963257,7.226796627044678,15.238931655883789,11.79472827911377,7.73606538772583,0.0,2.2031898498535156,51.0917,0.2544,0.0756,12.675,7.03975118199196e-08,6.214949888061483e-09,444470016.0,31560000.0,4.2074042028161784e-08,4.982475587667068e-08,4.7700602578970575e-08,5.101564681808668e-08,4.474018666655866e-08,4.6904634842803716e-08,7.03975118199196e-08,3.8912492783538255e-08,3.7290472931772456e-08,1.940396110455822e-08,-6.015393960723259e-09,6.114212691699095e-09,-6.352077530635825e-09,6.434516475195551e-09,-5.033152117306372e-09,5.068534481011966e-09,-4.971591582858537e-09,4.971591582858537e-09,-6.39426867010684e-09,6.511577943513203e-09,-6.194595059128005e-09,6.31948138263283e-09,-6.214949888061483e-09,6.214949888061483e-09,-5.720278917209498e-09,5.841919836768739e-09,-6.046917633284465e-09,6.179079026225054e-09,-4.46567050005342e-09,4.588808444339065e-09,7.452425003051758,8.392457008361816,10.860786437988281,11.933387756347656,7.3942108154296875,8.183724403381348,12.675341606140137,7.482554912567139,6.6133341789245605,4.624273300170898,3FGL J0427.3-3900,,,,,N,,bcu,,PMN J0427-3900,,0.9963,0.9436,66.8403,-39.0167,0.00000,0
4FGL J0427.3+0504,1,66.8294,5.0800,189.6890,-28.7552,0.1190,0.0749,-85.910,0.1929,0.1214,-85.910,603,,10.639,413.54,3.6801e-10,5.5482e-11,9.2511e-12,9.0910e-13,PowerLaw,8.5803e-12,8.2028e-13,2.8625,0.0822,9.5942e-12,1.0329e-12,2.7112,0.1531,0.1485,0.0893,1.885,9.5684e-12,1.0140e-12,2.2617,0.2709,0.00991,0.00442,0.6667,nan,2.393,1595.49,2.7031228810869834e-08,1.9395290706825108e-08,3.4178182506394705e-09,3.6833899819121996e-10,1.5836186528783713e-11,7.756755565853683e-16,4.96692327566807e-15,nan,3.042363161398498e-08,-3.875717080603636e-09,4.06034361688512e-09,-4.420493693313432e-10,4.500257111406114e-10,-7.542815677608061e-11,7.925128608921028e-11,-1.488016133921466e-11,1.8172496493717993e-11,nan,7.047461572651237e-12,nan,4.69181594617285e-12,4.1867802627604256e-12,4.294445441616057e-12,2.129235373085625e-12,8.155647381394293e-13,9.865640070291434e-14,1.7174767602050765e-17,1.958054168083346e-16,0.7801710963249207,5.048506259918213,8.388151168823242,5.559005260467529,1.0748357772827148,0.0,0.0,39.5322,0.4366,0.1357,7.791,4.986181423305425e-08,6.8644125938988054e-09,476030016.0,31560000.0,3.589979513662911e-08,7.954703562518262e-09,1.393713322528356e-08,1.0281868689787643e-08,3.0146004803555115e-08,3.6146200699249675e-08,3.028152661954664e-08,4.986181423305425e-08,2.095243445410233e-08,2.6288244470151767e-08,-5.384084289516977e-09,5.467025498973044e-09,-5.574309458467042e-09,5.7607154602123956e-09,-5.686867865506429e-09,5.769095867691476e-09,-6.046897205180812e-09,5.974514660778141e-09,-6.564615517845596e-09,6.4621690221144945e-09,-6.777874261842953e-09,6.6069403281687755e-09,-7.538123902861571e-09,7.3508785725096004e-09,-6.8644125938988054e-09,6.974950395033375e-09,-5.9233142835068975e-09,5.955202109220181e-09,-7.3215056239916976e-09,7.488921482945443e-09,7.089483737945557,1.4447870254516602,2.521677017211914,1.7379629611968994,4.895691394805908,5.704469680786133,4.248358726501465,7.791106700897217,3.665410041809082,3.721425771713257,3FGL J0426.6+0459,,,,,N,,,agn,,CRATES J042747+045719,0.4300,0.0000,nan,nan,nan,0
4FGL J0427.4+6433c,1,66.8725,64.5588,143.6548,10.7842,0.1416,0.1234,-78.750,0.2296,0.2001,-78.750,1259,,4.328,652.91,2.0436e-10,4.7554e-11,4.2575e-12,8.9391e-13,PowerLaw,1.1524e-12,2.2748e-13,2.7479,0.1238,1.6714e-12,3.4320e-13,2.6697,0.2401,0.2985,0.1658,2.429,1.5931e-12,3.3641e-13,1.8276,0.3636,0.01369,0.00558,0.6667,nan,2.448,726.03,4.645398649083532e-11,1.6588963536179335e-09,1.624174683634294e-09,2.4469096193691087e-10,2.3932936795562076e-12,2.66835143390709e-12,7.363660412876069e-17,nan,2.6423956356325107e-08,nan,5.2695425800664e-09,-4.691325106165323e-10,4.860531976902394e-10,-6.825945364496988e-11,7.112298944234041e-11,nan,1.531574866930896e-11,nan,5.3360918114697675e-12,nan,4.143307225090709e-12,7.226840213227486e-15,3.7114801791811314e-13,1.0242995687748113e-12,5.474517323841854e-13,1.5093508786020136e-14,5.969953264378658e-14,3.003465300424676e-18,0.0,0.31640803813934326,3.5170629024505615,3.8574016094207764,0.17079728841781616,0.9417414665222168,0.0,9.9427,0.1817,0.3967,nan,nan,nan,nan,nan,1.1398936905493429e-08,1.8676672652873094e-08,1.4485505239747454e-08,8.476444435245867e-09,1.1459698967541954e-08,1.5536182118580655e-08,1.815845429575802e-08,2.3016886174787032e-09,2.038571977891479e-09,6.399583973859535e-09,-6.757615800268013e-09,6.71752209413512e-09,-5.671331404499824e-09,5.880780307165878e-09,-5.744237530080909e-09,5.835081751115467e-09,-5.117612555949336e-09,5.365596855710919e-09,-5.304557681995448e-09,5.554111393024641e-09,-5.88110005139697e-09,5.997990104589235e-09,-5.83184656122171e-09,5.908672218168931e-09,nan,5.15186870941875e-09,nan,5.498071775633662e-09,-5.460204732798957e-09,5.584081197440582e-09,1.710280418395996,3.362015962600708,2.565300464630127,1.7000492811203003,2.186403751373291,2.692753791809082,3.2074859142303467,0.4248248338699341,0.3448570668697357,1.1830123662948608,,,,,,N,,,,,,0.0000,0.0000,nan,nan,nan,40
4FGL J0427.8-6704,1,66.9577,-67.0818,279.1443,-38.5517,0.0208,0.0193,33.010,0.0338,0.0313,33.010,349,,25.286,1021.25,6.5699e-10,4.3001e-11,8.5703e-12,4.9030e-13,PowerLaw,8.6760e-13,4.8463e-14,2.3867,0.0493,8.8710e-13,5.6650e-14,2.3743,0.0555,0.0190,0.0284,0.639,8.8593e-13,5.2875e-14,2.3143,0.0851,0.00060,0.00061,0.6667,nan,1.007,1673.48,3.8019233983277445e-08,8.328854939065877e-09,3.011596305668718e-09,4.982164680811252e-10,1.0942398376290186e-10,2.5573741041506892e-11,2.6140543722685816e-12,-1.9033540965551765e-08,1.2850541963871365e-08,-2.559623624165397e-09,2.6007296316521433e-09,-2.449110914071184e-10,2.449110914071184e-10,-4.8884368775148346e-11,5.095706148705581e-11,-1.74309750661239e-11,1.9068838522096065e-11,-7.082667785596186e-12,8.48179599471921e-12,-1.8169321299235652e-12,3.268192574207296e-12,5.998339411977804e-12,1.9275460134277056e-12,1.976942698087014e-12,1.1530217969638046e-12,7.183065990970516e-13,5.918527929034412e-13,1.2027069607161572e-13,1.5665695667266846,3.3560426235198975,15.098085403442383,14.943460464477539,11.193106651306152,7.277983665466309,2.4489293098449707,12.0866,0.1139,0.0884,nan,nan,nan,nan,nan,9.63045199142698e-09,1.381795033950084e-08,2.087235273506849e-08,1.691830497918545e-08,2.001273635698908e-08,1.6812558456535953e-08,1.5214682846931282e-08,1.4366693612544168e-08,1.4197888198452802e-08,1.4565241457376032e-08,-2.661803666370588e-09,2.7708060290621006e-09,-2.439660251596365e-09,2.5598767550150114e-09,-2.7049418260816083e-09,2.839084523031943e-09,-2.624511497018034e-09,2.791140873981135e-09,-2.8251732064887847e-09,2.913736585341553e-09,-2.8117301820174134e-09,2.928773668031681e-09,-2.7118718382013185e-09,2.8612328062394e-09,-2.4903556994360088e-09,2.6387092511015453e-09,-2.5102218081940464e-09,2.6550197596009184e-09,-2.3767734447233124e-09,2.4855082436658904e-09,4.881907939910889,7.310223579406738,9.883073806762695,8.990039825439453,8.974328994750977,7.573420524597168,7.220827102661133,7.474023342132568,7.5627007484436035,7.805695533752441,3FGL J0427.9-6704,3FHL J0427.5-6705,,,,N,,LMB,,1SXPS J042749.2-670434,,1.0000,0.0000,66.9569,-67.0764,nan,0
4FGL J0427.9+3632c,1,66.9813,36.5339,164.0997,-8.4910,0.1446,0.0926,1.470,0.2344,0.1502,1.470,456,,8.346,613.85,5.0257e-10,1.0602e-10,7.8274e-12,1.2273e-12,LogParabola,2.8443e-12,3.6583e-13,2.6596,0.0819,4.3361e-12,5.6525e-13,2.5871,0.1933,0.3662,0.1438,3.566,4.1315e-12,6.4896e-13,1.6214,0.5154,0.01766,0.01000,0.6667,nan,3.363,1175.14,1.564876700443918e-10,1.0441148390327726e-08,4.000136666348908e-09,4.55948723221411e-10,6.018362197490745e-11,8.48695232472628e-14,1.1542630468797658e-16,nan,2.2596038817823683e-08,-3.895285427546469e-09,3.9832617204638154e-09,-6.272344865720925e-10,6.380241335257608e-10,-1.0510226716720084e-10,1.0916433729191155e-10,-2.487880734758363e-11,2.732217577183782e-11,nan,7.957075970344007e-12,nan,5.064003036348019e-12,2.6085109753096712e-14,2.595146103220869e-12,2.5914407338761825e-12,9.68154376113084e-13,3.31989698319074e-13,1.6087256310068354e-15,3.208363728418349e-18,0.0,2.705050230026245,6.648481369018555,4.635513782501221,2.6897974014282227,0.0,0.0,9.6345,0.1006,0.2983,nan,nan,nan,nan,nan,1.4004505999309913e-08,2.0232588937574292e-08,1.2458514220270445e-08,1.982605546402283e-08,1.7210803449074774e-08,2.548833855087196e-08,8.104747983850302e-09,1.1243826314455418e-08,2.298884460572026e-08,1.072499600240917e-08,-5.2774216108275596e-09,5.419649617977029e-09,-5.4804880633696484e-09,5.497760025008347e-09,-5.3140656319783375e-09,5.474867670329786e-09,-5.571319849906331e-09,5.721946028103275e-09,-5.3342357198005175e-09,5.4464948107124656e-09,-5.725375729070947e-09,5.852957229990352e-09,-5.352526422086612e-09,5.489988907925181e-09,-5.271239000848027e-09,5.354128695955751e-09,-5.495346844242022e-09,5.705064864969245e-09,-6.07133943120175e-09,6.155858489620414e-09,2.716825246810913,3.865492105484009,2.3863766193389893,3.683715343475342,3.3357045650482178,4.665249824523926,1.527311086654663,2.1739511489868164,4.328678131103516,1.7962974309921265,,,,,,N,,,,,,0.0000,0.0000,nan,nan,nan,32
4FGL J0428.6-3756,1,67.1730,-37.9403,240.7103,-43.6147,0.0051,0.0051,50.260,0.0082,0.0082,50.260,953,,249.909,808.99,2.3685e-08,2.4670e-10,2.1275e-10,2.6361e-12,LogParabola,3.8627e-11,3.2969e-13,2.0977,0.0063,4.2063e-11,4.1410e-13,1.9950,0.0109,0.0817,0.0050,13.149,4.0616e-11,3.7978e-13,1.8869,0.0150,0.00177,0.00012,0.6667,nan,13.266,24240.38,1.7283220188346604e-07,1.4820689386851882e-07,6.225078408306217e-08,1.718392184102413e-08,5.222890564482441e-09,9.775050768823235e-10,1.3713399860115771e-10,-3.263348702375879e-08,3.4135325677198125e-08,-4.66725413872382e-09,4.66725413872382e-09,-8.637217052687163e-10,8.637217052687163e-10,-2.5172280926355484e-10,2.5172280926355484e-10,-1.193290466439123e-10,1.193290466439123e-10,-4.918691842714651e-11,4.918691842714651e-11,-1.7231794116612242e-11,1.885693684533507e-11,2.8136257212985072e-11,3.6533203545685566e-11,4.3087894363580403e-11,4.0811052454126084e-11,3.459689826290635e-11,2.2389451403981298e-11,5.5502364856852004e-12,5.4069414138793945,39.330562591552734,119.81716918945312,155.2459259033203,126.33588409423828,63.796791076660156,23.601680755615234,3498.5955,0.4446,0.1051,112.194,3.567209887478384e-07,6.737598923223231e-09,381350016.0,31560000.0,2.404395331723208e-07,3.5653789609568776e-07,1.1027037061239753e-07,7.333242280083141e-08,3.567209887478384e-07,2.9169649451432633e-07,2.1540502359584934e-07,2.2864293214297504e-07,3.225179909804865e-07,1.2017706296774122e-07,-5.725230511899326e-09,5.725230511899326e-09,-6.583267708748508e-09,6.583267708748508e-09,-3.9975849297491095e-09,3.9975849297491095e-09,-3.4786225011629313e-09,3.4786225011629313e-09,-6.737598923223231e-09,6.737598923223231e-09,-6.3620264612040955e-09,6.3620264612040955e-09,-5.5513558194775214e-09,5.5513558194775214e-09,-5.51851409014148e-09,5.51851409014148e-09,-6.293905396859145e-09,6.293905396859145e-09,-3.976214024703495e-09,3.976214024703495e-09,86.6220932006836,117.50464630126953,54.67319107055664,40.66083526611328,112.1941909790039,94.76081085205078,79.1520767211914,83.88211059570312,107.19721221923828,61.17961883544922,3FGL J0428.6-3756,3FHL J0428.6-3756,J0429-3755,,,N,,bll,,PKS 0426-380,,1.0000,0.9998,67.1684,-37.9388,0.00000,0
4FGL J0428.7-5003,2,67.1923,-50.0654,257.3915,-43.0586,0.0880,0.0770,18.200,0.1427,0.1248,18.200,166,,4.422,838.40,9.1387e-11,2.3590e-11,1.3770e-12,3.1220e-13,PowerLaw,2.1649e-13,4.6890e-14,2.5189,0.1694,2.4493e-13,5.8905e-14,2.4395,0.2409,0.1101,0.1255,0.954,2.4129e-13,5.7123e-14,2.1094,0.4230,0.00415,0.00413,0.6667,nan,1.182,315.17,7.387643827846263e-14,9.262102751428358e-10,5.168652172926613e-10,6.826066795140306e-11,2.356194232777664e-11,1.4297844151852073e-15,3.496323042672197e-17,nan,7.07812519706863e-09,nan,1.2599116194778048e-09,-1.6980358785723126e-10,1.7801908558379154e-10,-2.5897556668597055e-11,2.90065488989244e-11,-9.85455467228391e-12,1.1859945317493903e-11,nan,4.74755911666902e-12,nan,3.2454405916176876e-12,1.1595437679103043e-17,2.1167856150642456e-13,3.342717812618301e-13,1.560047528442396e-13,1.523819183899336e-13,3.267667491177634e-17,1.5357434218683746e-18,0.0,0.6837933659553528,3.1786742210388184,3.0260188579559326,3.0600972175598145,0.0,0.0,3.6073,0.0000,10.0000,nan,nan,nan,nan,nan,1.6838807015417956e-09,2.5600195296959782e-09,3.960894279231297e-09,3.986078578321894e-09,1.8065011708756629e-09,2.6636886030217966e-09,1.7649119943285996e-09,5.236981959200193e-09,4.293138733402202e-09,2.0381534238111954e-09,nan,2.0154389268611794e-09,-1.8887196251426985e-09,2.072050087065236e-09,-2.012454203281777e-09,2.252665165514145e-09,-1.9773296333625012e-09,2.2166921631594505e-09,-1.7651694550480101e-09,1.994698406448947e-09,-1.8034527204946471e-09,2.056073311607065e-09,nan,1.9238699522361458e-09,-1.981455888255823e-09,2.1273569572599627e-09,-1.9921906346809237e-09,2.2264428078955234e-09,-1.9869259570981512e-09,2.1365147429008857e-09,0.9852298498153687,1.3897734880447388,2.062772512435913,2.231140375137329,1.024452567100525,1.5414297580718994,0.9881625175476074,2.9195990562438965,2.3375678062438965,1.0315097570419312,,,,,,N,,bcu,,PMN J0428-5005,,0.9927,0.9230,67.1776,-50.0929,0.00000,0
4FGL J0429.0-0006,1,67.2549,-0.1006,194.9492,-31.2612,0.1353,0.0925,42.510,0.2194,0.1500,42.510,1237,,2.480,737.82,8.9535e-11,3.3114e-11,1.7783e-12,6.0739e-13,PowerLaw,3.5121e-13,1.0678e-13,2.7173,0.2384,nan,nan,nan,nan,nan,nan,0.000,nan,nan,nan,nan,nan,nan,nan,nan,0.000,313.73,1.2946162197824407e-10,5.240862410715863e-09,5.895394172839019e-10,1.36182606857993e-10,3.9635230861256865e-12,3.699624978996418e-16,1.1397502457505842e-18,nan,3.031723494473226e-08,-3.6807406011973853e-09,3.4433704776404284e-09,-2.89956669785596e-10,3.022089245519055e-10,-4.3904269109162897e-11,4.7314801382425387e-11,nan,1.3816760235929593e-11,nan,4.652772091218171e-12,nan,4.3330842386390955e-12,2.0164147857947706e-14,1.1758484810830971e-12,3.730331202354137e-13,3.0554153499819103e-13,2.5079330973065694e-14,8.300539898468531e-18,4.6929248716712133e-20,0.0,1.4524816274642944,2.0834882259368896,3.5526344776153564,0.42055171728134155,0.0,0.0,36.7089,1.0600,0.3435,4.625,1.9551794849803628e-08,4.731660840917584e-09,318230016.0,31560000.0,3.748476640197396e-09,2.8556088604858587e-09,1.9551794849803628e-08,1.834543716938697e-08,1.4222016453402375e-08,4.863407454536173e-09,4.0842264466267597e-13,1.6745044587040958e-11,5.511052768650271e-13,5.632989327807383e-15,-3.717986141182905e-09,3.9580148047946295e-09,nan,4.542644482796732e-09,-4.731660840917584e-09,4.927393604248209e-09,-5.267032587852327e-09,5.462879038020674e-09,-4.813167198136625e-09,5.114043855058981e-09,-4.24069046545128e-09,4.617275894958084e-09,nan,3.0224678315704523e-09,nan,4.22256407617283e-09,nan,2.989029468380977e-09,nan,2.6119661988843745e-09,1.0086060762405396,0.5643128752708435,4.625226020812988,3.7781636714935303,3.154935121536255,1.1555349826812744,0.0,0.0,0.0,0.0,,,,,,N,,bcu,,TXS 0426-002,,0.9744,0.8882,67.3297,-0.1030,0.00000,4096
