Standard-system colours of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (12) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalogue.
Column 2: The (U-B)-colour of the galaxy, corrected for extinction and redshift. 
Column 3: The uncertainty of (U-B). The uncertainty, if available, comes from the same source as (U-B) itself.
Column 4: The sources for (U-B) and its uncertainty.
Column 5: The (B-V)-colour of the galaxy, corrected for extinction and redshift. 
Column 6: The uncertainty of (B-V). The uncertainty, if available, comes from the same source as (B-V) itself.
Column 7: The sources for (B-V) and its uncertainty.
Column 8: The (V-I)-colour of the galaxy, corrected for extinction and redshift. 
Column 9: The uncertainty of (V-I). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 10: The sources for $(V-I)$ and its uncertainty.

For a detailed description of the data in this table, see Section (6) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------
  id   (U-B)  d(U-B)       s.  (B-V)  d(B-V)       s.  (V-I)  d(V-I)       s.
       [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------
1392   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1393    0.27   -9.99       2    0.50   -9.99       2    0.84   -9.99       2
1394   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1395    0.48   -9.99       2    0.89   -9.99       2    0.91   -9.99       2
1396    0.40   -9.99       2    0.90   -9.99       2    0.75   -9.99       2
1397   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1398    0.40   -9.99       2    0.76   -9.99       2    0.98   -9.99       2
1399    0.45   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
1400    0.66   -9.99       2    0.80   -9.99       2    0.95   -9.99       2
1401    0.51   -9.99       1    0.97   -9.99       1    1.06   -9.99       2
1402    0.42   -9.99       1    0.87   -9.99       1    0.97   -9.99       2
1403    0.51   -9.99       1    0.94   -9.99       1   -9.99   -9.99       0
1404    0.40   -9.99       2    0.78   -9.99       2    0.93   -9.99       2
1405    0.50   -9.99       2    0.71   -9.99       2    0.89   -9.99       2
1406    0.42   -9.99       2    0.91   -9.99       2    0.91   -9.99       2
1407    0.41   -9.99       1    0.87   -9.99       1    1.00   -9.99       2
1408    0.46   -9.99       2    0.78   -9.99       2    0.96   -9.99       2
1409   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1410    0.67   -9.99       2    0.87   -9.99       2    1.03   -9.99       2
1411    0.41   -9.99       1    0.90   -9.99       1    0.99   -9.99       2
1412    0.55   -9.99       1    0.96   -9.99       1    1.07   -9.99       2
1413    0.55   -9.99       1    0.97   -9.99       1   -9.99   -9.99       0
1414   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1415   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1416    0.37   -9.99       2    0.85   -9.99       2    0.87   -9.99       2
1417    0.14   -9.99       2    1.01   -9.99       2    0.87   -9.99       2
1418    0.46   -9.99       1    0.97   -9.99       1    0.98   -9.99       2
1419    0.46   -9.99       1    0.94   -9.99       1    1.06   -9.99       2
1420    0.26   -9.99       1    0.79   -9.99       1    1.04   -9.99       2
1421   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1422    0.60   -9.99       2    0.90   -9.99       1    1.05   -9.99       2
1423    0.37   -9.99       2    0.79   -9.99       2    0.94   -9.99       2
1424    0.50   -9.99       1    0.88   -9.99       1    1.07   -9.99       2
1425    0.48   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
1426    0.60   -9.99       2    0.87   -9.99       2    1.04   -9.99       2
1427   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1428   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1429    0.53   -9.99       2    0.75   -9.99       2    1.04   -9.99       2
1430   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1431   -2.14   -9.99       2    7.78   -9.99       2   -3.37   -9.99       2
1432    0.52   -9.99       2    0.76   -9.99       2    1.02   -9.99       2
1433    0.40   -9.99       1    0.88   -9.99       1    0.97   -9.99       2
1434    0.68   -9.99       2    0.84   -9.99       2    1.02   -9.99       2
1435    0.40   -9.99       2    0.85   -9.99       2    0.85   -9.99       2
1436    0.18   -9.99       2    0.73   -9.99       2    1.03   -9.99       2
1437   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1438   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1439    0.34   -9.99       1    0.93   -9.99       1    1.08   -9.99       2
1440    0.53   -9.99       2    0.90   -9.99       1    0.99   -9.99       2
1441   -9.99   -9.99       0    0.92   -9.99       1   -9.99   -9.99       0
1442    0.63   -9.99       2    0.84   -9.99       2    1.06   -9.99       2
1443    0.34   -9.99       2    1.01   -9.99       2    0.62   -9.99       2
1444    0.39   -9.99       2    0.76   -9.99       2    0.81   -9.99       2
1445    0.25   -9.99       2    0.84   -9.99       2    0.90   -9.99       2
1446   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1447    0.04   -9.99       2    0.85   -9.99       2    0.90   -9.99       2
1448   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1449    0.47   -9.99       2    0.84   -9.99       2    0.91   -9.99       2
1450    0.44   -9.99       1    0.91   -9.99       1    1.06   -9.99       2
1451    0.66   -9.99       2    0.87   -9.99       1    1.02   -9.99       2
1452    0.40   -9.99       2    0.82   -9.99       2    0.84   -9.99       2
1453    0.53   -9.99       2    0.86   -9.99       1    1.00   -9.99       2
1454    0.46   -9.99       1    0.93   -9.99       1    1.12   -9.99       2
1455   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1456   -9.99   -9.99       0    0.84   -9.99       1   -9.99   -9.99       0
1457    0.70   -9.99       2    0.94   -9.99       1    1.08   -9.99       2
1458    0.53   -9.99       1    0.94   -9.99       1    1.05   -9.99       2
1459   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1460    0.47   -9.99       1    0.93   -9.99       1    1.18   -9.99       2
1461    0.48   -9.99       1    0.84   -9.99       1   -9.99   -9.99       0
1462   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1463   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1464   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1465   -9.99   -9.99       0    0.92   -9.99       1   -9.99   -9.99       0
1466   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1467    0.48   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
1468   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1469   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1470   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1471   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1472   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1473   -9.99   -9.99       0    0.95   -9.99       1   -9.99   -9.99       0
1474   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1475   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1476   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1477   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1478   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1479   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1480   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1481   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1482   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1483   -9.99   -9.99       0    0.94   -9.99       1   -9.99   -9.99       0
1484   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1485    0.22   -9.99       1    0.64   -9.99       1   -9.99   -9.99       0
1486   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1487   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1488    0.25   -9.99       1    0.77   -9.99       1   -9.99   -9.99       0
1489   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1490   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1491   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1492   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1493   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1494   -9.99   -9.99       0    0.93   -9.99       1   -9.99   -9.99       0
1495   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1496   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1497   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1498   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1499   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1500   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1501   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1502   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1503   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1504   -9.99   -9.99       0    0.65    0.15       5   -9.99   -9.99       0
1505   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1506   -9.99   -9.99       0    0.88   -9.99       1   -9.99   -9.99       0
1507    0.51   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
1508    0.32   -9.99       1    0.81   -9.99       1   -9.99   -9.99       0
1509   -9.99   -9.99       0    0.81   -9.99       1   -9.99   -9.99       0
1510    0.47   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
1511   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1512    0.57   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
1513    0.22   -9.99       1    0.80   -9.99       1   -9.99   -9.99       0
1514   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1515   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1516   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1517   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1518   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1519   -9.99   -9.99       0    0.95    0.50       5   -9.99   -9.99       0
1520    0.33   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
1521    0.50   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
1522   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1523   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1524    0.48   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
1525   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1526   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1527    0.31   -9.99       1    0.81   -9.99       1   -9.99   -9.99       0
1528    0.35   -9.99       1    0.83   -9.99       1   -9.99   -9.99       0
1529    0.51   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
1530   -9.99   -9.99       0    0.84   -9.99       1   -9.99   -9.99       0
1531    0.28   -9.99       1    0.78   -9.99       1   -9.99   -9.99       0
1532    0.38   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
1533   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1534    0.40   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1535   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1536    0.41   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
1537   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1538   -9.99   -9.99       0    0.81   -9.99       1   -9.99   -9.99       0
1539   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1540    0.30   -9.99       1    0.83   -9.99       1   -9.99   -9.99       0
1541    0.50   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
1542    0.53   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
1543    0.54   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
1544   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1545    0.72   -9.99       1    0.95   -9.99       1   -9.99   -9.99       0
1546   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1547    0.43   -9.99       1    0.94   -9.99       1   -9.99   -9.99       0
1548    0.33   -9.99       1    0.78   -9.99       1   -9.99   -9.99       0
1549    0.18   -9.99       1    0.70   -9.99       1   -9.99   -9.99       0
1550   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1551   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1552    0.45   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
1553   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1554   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1555   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1556   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1557   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1558   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1559   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1560   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1561   -9.99   -9.99       0    0.63    0.05       5   -9.99   -9.99       0
1562   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1563   -9.99   -9.99       0    1.30    0.30       5   -9.99   -9.99       0
1564    0.41   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
1565   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1566    0.42   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
1567   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1568    0.47   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
1569   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1570   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1571    0.24   -9.99       1    0.81   -9.99       1   -9.99   -9.99       0
1572   -9.99   -9.99       0    0.70    0.10       5   -9.99   -9.99       0
1573    0.34   -9.99       1    0.82   -9.99       1   -9.99   -9.99       0
1574   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1575    0.31   -9.99       1    0.80   -9.99       1   -9.99   -9.99       0
1576   -9.99   -9.99       0    0.74    0.06       5   -9.99   -9.99       0
1577    0.50   -9.99       1    0.95   -9.99       1   -9.99   -9.99       0
1578   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1579    0.30   -9.99       1    0.81   -9.99       1   -9.99   -9.99       0
1580    0.28   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
1581   -0.03   -9.99       1    0.63   -9.99       1   -9.99   -9.99       0
1582   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1583   -0.19   -9.99       1    0.33   -9.99       1   -9.99   -9.99       0
1584   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1585    0.42   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
1586    0.55   -9.99       1    0.94   -9.99       1   -9.99   -9.99       0
1587   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1588    0.41   -9.99       1    0.81   -9.99       1   -9.99   -9.99       0
1589   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1590    0.50   -9.99       1    0.86   -9.99       1   -9.99   -9.99       0
1591   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1592    0.26   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
1593    0.50   -9.99       1    0.93   -9.99       1   -9.99   -9.99       0
1594   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1595   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1596    0.54   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
1597    0.51   -9.99       1    0.95   -9.99       1   -9.99   -9.99       0
1598   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1599   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1600    0.38   -9.99       1    0.94   -9.99       1   -9.99   -9.99       0
1601    0.48   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
1602    0.25   -9.99       1    0.70   -9.99       1   -9.99   -9.99       0
1603   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1604   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1605   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1606   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1607   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1608   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1609   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1610   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1611   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1612   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1613   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1614   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1615   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1616   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1617   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1618   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1619   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1620   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1621   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1622   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1623   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1624   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1625   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1626   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1627   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1628   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1629   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1630   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1631   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1632   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1633   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1634   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1635   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1636   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1637   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1638   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1639   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1640   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1641   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1642   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1643   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1644   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1645   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1646   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1647   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1648   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1649   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1650   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1651   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1652   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1653   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1654   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1655   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1656   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1657   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1658   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1659   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1660   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1661   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1662   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1663   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1664   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1665   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1666   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1667   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1668   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1669   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1670   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1671   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1672   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1673   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1674   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1675   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1676   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1677   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1678   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1679   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1680   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1681   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1682   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1683   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1684   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1685   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1686   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1687   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1688   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1689   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1690   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1691   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1692   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1693   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1694   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1695   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1696   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1697   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1698   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1699   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1700   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1701   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1702   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1703   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1704   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1705   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1706   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1707   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1708   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1709   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1710   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1711   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1712   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1713   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1714    0.50   -9.99       1    0.95   -9.99       1   -9.99   -9.99       0
1715   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
