Standard-system colours of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (12) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalogue.
Column 2: The (U-B)-colour of the galaxy, corrected for extinction and redshift. 
Column 3: The uncertainty of (U-B). The uncertainty, if available, comes from the same source as (U-B) itself.
Column 4: The sources for (U-B) and its uncertainty.
Column 5: The (B-V)-colour of the galaxy, corrected for extinction and redshift. 
Column 6: The uncertainty of (B-V). The uncertainty, if available, comes from the same source as (B-V) itself.
Column 7: The sources for (B-V) and its uncertainty.
Column 8: The (V-I)-colour of the galaxy, corrected for extinction and redshift. 
Column 9: The uncertainty of (V-I). The uncertainty, if available, comes from the same source as (V-I) itself.
Column 10: The sources for $(V-I)$ and its uncertainty.

For a detailed description of the data in this table, see Section (6) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------
  id   (U-B)  d(U-B)       s.  (B-V)  d(B-V)       s.  (V-I)  d(V-I)       s.
       [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------
 678   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 679   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 680   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 681   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 682    0.43   -9.99       1    0.86   -9.99       1   -9.99   -9.99       0
 683   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 684   -9.99   -9.99       0    0.91   -9.99       1   -9.99   -9.99       0
 685   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 686    0.21   -9.99       1    0.72   -9.99       1   -9.99   -9.99       0
 687   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 688   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 689   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 690   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 691   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 692   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 693   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 694   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 695   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 696   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 697   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 698   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 699   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 700    0.56   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
 701   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 702   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 703   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 704   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 705   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 706    0.37   -9.99       1    0.79   -9.99       1   -9.99   -9.99       0
 707    0.47   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 708    0.50   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
 709   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 710    0.36   -9.99       1    0.86   -9.99       1   -9.99   -9.99       0
 711   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 712   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 713   -9.99   -9.99       0    0.82   -9.99       1   -9.99   -9.99       0
 714   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 715   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 716   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 717   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 718   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 719   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 720   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 721   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 722   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 723   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 724   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 725    0.51   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
 726   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 727   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 728    0.60   -9.99       1    0.94   -9.99       1   -9.99   -9.99       0
 729    0.52   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
 730   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 731    0.37   -9.99       1    0.82   -9.99       1   -9.99   -9.99       0
 732   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 733   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 734   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 735   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 736    0.47   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
 737   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 738   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 739   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 740    0.41   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
 741   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 742   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 743   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 744   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 745   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 746   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 747   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 748   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 749    0.47   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
 750   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 751   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 752   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 753   -9.99   -9.99       0    0.86   -9.99       1   -9.99   -9.99       0
 754   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 755   -9.99   -9.99       0    0.86   -9.99       1   -9.99   -9.99       0
 756   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 757    0.41   -9.99       1    0.86   -9.99       1   -9.99   -9.99       0
 758   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 759   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 760    0.50   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
 761   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 762   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 763    0.50   -9.99       1    0.92   -9.99       1   -9.99   -9.99       0
 764   -9.99   -9.99       0    0.82   -9.99       1   -9.99   -9.99       0
 765    0.51   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
 766   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 767    0.38   -9.99       1    0.81   -9.99       1   -9.99   -9.99       0
 768    0.48   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 769    0.22   -9.99       1    0.77   -9.99       1   -9.99   -9.99       0
 770   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 771   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 772   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 773    0.25   -9.99       1    0.76   -9.99       1   -9.99   -9.99       0
 774   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 775   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 776    0.45   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
 777    0.38   -9.99       1    0.82   -9.99       1   -9.99   -9.99       0
 778   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 779    0.49   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 780   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 781    0.29   -9.99       1    0.84   -9.99       1   -9.99   -9.99       0
 782   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 783   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 784    0.47   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
 785   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 786   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 787    0.40   -9.99       1    0.80   -9.99       1   -9.99   -9.99       0
 788   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 789   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 790   -9.99   -9.99       0    0.94   -9.99       1   -9.99   -9.99       0
 791    0.51   -9.99       1    0.95   -9.99       1   -9.99   -9.99       0
 792   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 793    0.48   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
 794    0.44   -9.99       1    0.82   -9.99       1   -9.99   -9.99       0
 795    0.87   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
 796    0.41   -9.99       1    0.94   -9.99       1   -9.99   -9.99       0
 797    0.38   -9.99       1    0.80   -9.99       1   -9.99   -9.99       0
 798   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 799    0.43   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 800   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 801   -9.99   -9.99       0    0.91   -9.99       1   -9.99   -9.99       0
 802    0.45   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 803   -9.99   -9.99       0    0.88   -9.99       1   -9.99   -9.99       0
 804   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 805    0.18   -9.99       0   -9.99   -9.99       1   -9.99   -9.99       0
 806   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 807   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 808   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 809   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 810   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 811    0.36   -9.99       1    0.83   -9.99       1   -9.99   -9.99       0
 812    0.27   -9.99       1    0.81   -9.99       1   -9.99   -9.99       0
 813   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 814   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 815    0.47   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
 816    0.45   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
 817   -9.99   -9.99       0   -9.99   -9.99       0    1.36    0.02       5
 818   -9.99   -9.99       0    0.96   -9.99       1   -9.99   -9.99       0
 819   -9.99   -9.99       0   -9.99   -9.99       0    0.65    0.00       5
 820    0.41   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
 821    0.51   -9.99       1    0.83   -9.99       1   -9.99   -9.99       0
 822   -9.99   -9.99       0   -9.99   -9.99       0    1.19    0.09       5
 823   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.02       5
 824    0.48   -9.99       1    0.93   -9.99       1   -9.99   -9.99       0
 825   -9.99   -9.99       0   -9.99   -9.99       0    1.36    0.04       5
 826   -9.99   -9.99       0   -9.99   -9.99       0    1.72    0.09       5
 827   -9.99   -9.99       0   -9.99   -9.99       0    0.61    0.02       5
 828   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 829   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 830   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 831    0.29   -9.99       1   -9.99   -9.99       0    0.65    0.00       5
 832    0.65   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
 833   -9.99   -9.99       0   -9.99   -9.99       0    1.22    0.05       5
 834    0.11   -9.99       1   -9.99   -9.99       0    0.94    0.00       5
 835    0.66   -9.99       1    0.93   -9.99       1   -9.99   -9.99       0
 836   -9.99   -9.99       0   -9.99   -9.99       0    1.42    0.02       5
 837   -9.99   -9.99       0   -9.99   -9.99       0    1.02    0.01       5
 838    0.47   -9.99       1    0.82   -9.99       1   -9.99   -9.99       0
 839   -0.18   -9.99       1   -9.99   -9.99       0    0.54    0.00       5
 840   -9.99   -9.99       0   -9.99   -9.99       0    0.67    0.09       5
 841    0.40   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
 842   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 843   -9.99   -9.99       0   -9.99   -9.99       0    0.94    0.04       5
 844   -9.99   -9.99       0   -9.99   -9.99       0    0.75    0.08       5
 845   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 846   -9.99   -9.99       0   -9.99   -9.99       0    0.55    0.01       5
 847    0.38   -9.99       1    0.84   -9.99       1   -9.99   -9.99       0
 848   -9.99   -9.99       0   -9.99   -9.99       0    1.01    0.06       5
 849    0.39   -9.99       1   -9.99   -9.99       0    0.61    0.01       5
 850   -9.99   -9.99       0   -9.99   -9.99       0    0.63    0.02       5
 851   -9.99   -9.99       0   -9.99   -9.99       0    0.45    0.03       5
 852   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.03       5
 853    0.25   -9.99       1   -9.99   -9.99       0    0.99    0.00       5
 854   -9.99   -9.99       0   -9.99   -9.99       0    0.52    0.01       5
 855    0.25   -9.99       1   -9.99   -9.99       0    1.09    0.00       5
 856   -9.99   -9.99       0   -9.99   -9.99       0    0.53    0.00       5
 857   -9.99   -9.99       0   -9.99   -9.99       0    0.99    0.02       5
 858    0.30   -9.99       1   -9.99   -9.99       0    1.27    0.00       5
 859    0.54   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
 860    1.01   -9.99       1   -9.99   -9.99       0   -2.77    0.01       5
 861   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.01       5
 862   -9.99   -9.99       0   -9.99   -9.99       0    0.85    0.01       5
 863   -9.99   -9.99       0   -9.99   -9.99       0    0.35    0.04       5
 864   -9.99   -9.99       0   -9.99   -9.99       0    1.04    0.01       5
 865    0.34   -9.99       1   -9.99   -9.99       0    1.04    0.00       5
 866   -9.99   -9.99       0   -9.99   -9.99       0    1.01    0.01       5
 867    0.48   -9.99       1   -9.99   -9.99       0    0.80    0.01       5
 868    0.47   -9.99       1   -9.99   -9.99       0    0.89    0.00       5
 869   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 870   -9.99   -9.99       0   -9.99   -9.99       0    1.07    0.02       5
 871    0.23   -9.99       1   -9.99   -9.99       0    0.92    0.00       5
 872   -9.99   -9.99       0   -9.99   -9.99       0    0.74    0.01       5
 873   -9.99   -9.99       0   -9.99   -9.99       0    1.57    0.05       5
 874   -9.99   -9.99       0   -9.99   -9.99       0    1.05    0.04       5
 875    0.62   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
 876   -9.99   -9.99       0   -9.99   -9.99       0    1.59    0.00       5
 877   -9.99   -9.99       0   -9.99   -9.99       0    0.65    0.05       5
 878   -9.99   -9.99       0   -9.99   -9.99       0    0.81    0.02       5
 879   -9.99   -9.99       0   -9.99   -9.99       0    0.95    0.01       5
 880   -9.99   -9.99       0   -9.99   -9.99       0    1.89    0.11       5
 881   -9.99   -9.99       0   -9.99   -9.99       0    0.70    0.01       5
 882   -9.99   -9.99       0   -9.99   -9.99       0    0.67    0.01       5
 883   -9.99   -9.99       0   -9.99   -9.99       0    0.96    0.01       5
 884   -9.99   -9.99       0   -9.99   -9.99       0    1.44    0.07       5
 885   -9.99   -9.99       0   -9.99   -9.99       0    0.91    0.01       5
 886    0.64   -9.99       1   -9.99   -9.99       0    1.23    0.00       5
 887   -9.99   -9.99       0   -9.99   -9.99       0    0.55    0.05       5
 888   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 889   -9.99   -9.99       0   -9.99   -9.99       0    0.69    0.02       5
 890    0.25   -9.99       1   -9.99   -9.99       0    0.96    0.00       5
 891   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.02       5
 892   -9.99   -9.99       0   -9.99   -9.99       0    1.09    0.01       5
 893   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.04       5
 894   -9.99   -9.99       0   -9.99   -9.99       0    0.28    0.12       5
 895   -9.99   -9.99       0   -9.99   -9.99       0    0.88    0.03       5
 896   -9.99   -9.99       0   -9.99   -9.99       0    0.86    0.01       5
 897   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 898   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.02       5
 899   -9.99   -9.99       0   -9.99   -9.99       0    1.12    0.00       5
 900   -9.99   -9.99       0   -9.99   -9.99       0    0.61    0.05       5
 901    0.36   -9.99       1    0.82   -9.99       1   -9.99   -9.99       0
 902   -9.99   -9.99       0   -9.99   -9.99       0    2.06    0.03       5
 903   -9.99   -9.99       0   -9.99   -9.99       0    1.30    0.04       5
 904   -9.99   -9.99       0   -9.99   -9.99       0    0.95    0.01       5
 905   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 906    0.29   -9.99       1   -9.99   -9.99       0    1.03    0.00       5
 907   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.01       5
 908   -9.99   -9.99       0   -9.99   -9.99       0    0.85    0.07       5
 909   -9.99   -9.99       0   -9.99   -9.99       0    0.80    0.01       5
 910   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.07       5
 911   -9.99   -9.99       0   -9.99   -9.99       0    1.04    0.01       5
 912   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.01       5
 913   -9.99   -9.99       0   -9.99   -9.99       0    0.59    0.01       5
 914   -9.99   -9.99       0   -9.99   -9.99       0    0.38    0.03       5
 915   -9.99   -9.99       0   -9.99   -9.99       0    0.95    0.08       5
 916    0.47   -9.99       1    0.79   -9.99       1   -9.99   -9.99       0
 917   -9.99   -9.99       0   -9.99   -9.99       0    0.71    0.06       5
 918   -9.99   -9.99       0   -9.99   -9.99       0    0.66    0.01       5
 919   -9.99   -9.99       0   -9.99   -9.99       0    0.32    0.05       5
 920    0.31   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
 921   -9.99   -9.99       0   -9.99   -9.99       0    1.14    0.06       5
 922   -9.99   -9.99       0   -9.99   -9.99       0    0.72    0.06       5
 923   -9.99   -9.99       0   -9.99   -9.99       0    1.04    0.01       5
 924   -9.99   -9.99       0   -9.99   -9.99       0    0.59    0.05       5
 925   -9.99   -9.99       0   -9.99   -9.99       0    0.94    0.01       5
 926   -9.99   -9.99       0   -9.99   -9.99       0    0.41    0.01       5
 927   -9.99   -9.99       0   -9.99   -9.99       0    1.18    0.03       5
 928   -9.99   -9.99       0   -9.99   -9.99       0    0.74    0.03       5
 929    0.64   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
 930   -9.99   -9.99       0   -9.99   -9.99       0    0.81    0.03       5
 931   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 932   -9.99   -9.99       0   -9.99   -9.99       0    0.40    0.04       5
 933   -9.99   -9.99       0   -9.99   -9.99       0    0.75    0.02       5
 934   -9.99   -9.99       0   -9.99   -9.99       0    0.86    0.05       5
 935   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.01       5
 936   -9.99   -9.99       0   -9.99   -9.99       0    1.02    0.05       5
 937    0.41   -9.99       1    0.85   -9.99       1   -9.99   -9.99       0
 938   -9.99   -9.99       0   -9.99   -9.99       0    0.44    0.02       5
 939    0.62   -9.99       1    0.89   -9.99       1   -9.99   -9.99       0
 940    0.40   -9.99       1    0.86   -9.99       1   -9.99   -9.99       0
 941    0.16   -9.99       1   -9.99   -9.99       0    0.92    0.00       5
 942   -9.99   -9.99       0   -9.99   -9.99       0    0.60    0.03       5
 943   -9.99   -9.99       0   -9.99   -9.99       0    0.85    0.06       5
 944   -9.99   -9.99       0   -9.99   -9.99       0    0.74    0.01       5
 945   -9.99   -9.99       0   -9.99   -9.99       0    1.01    0.04       5
 946   -9.99   -9.99       0   -9.99   -9.99       0    0.72    0.05       5
 947   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.03       5
 948   -9.99   -9.99       0   -9.99   -9.99       0    0.80    0.03       5
 949    0.21   -9.99       1   -9.99   -9.99       0    0.79    0.00       5
 950   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 951    0.29   -9.99       1   -9.99   -9.99       0    0.88    0.00       5
 952    0.97   -9.99       1    0.87   -9.99       1   -9.99   -9.99       0
 953   -9.99   -9.99       0   -9.99   -9.99       0    0.69    0.07       5
 954   -9.99   -9.99       0   -9.99   -9.99       0    0.69    0.03       5
 955   -9.99   -9.99       0   -9.99   -9.99       0    0.84    0.02       5
 956   -9.99   -9.99       0   -9.99   -9.99       0    1.13    0.03       5
 957   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 958   -9.99   -9.99       0   -9.99   -9.99       0    0.98    0.02       5
 959   -9.99   -9.99       0   -9.99   -9.99       0    0.81    0.01       5
 960   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 961    0.19   -9.99       1   -9.99   -9.99       0    1.01    0.00       5
 962    0.78   -9.99       1    0.37   -9.99       1   -9.99   -9.99       0
 963   -9.99   -9.99       0   -9.99   -9.99       0    1.48    0.06       5
 964   -9.99   -9.99       0   -9.99   -9.99       0    0.77    0.03       5
 965    0.36   -9.99       1   -9.99   -9.99       0    1.12    0.00       5
 966   -9.99   -9.99       0   -9.99   -9.99       0    0.53    0.10       5
 967   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.05       5
 968   -9.99   -9.99       0   -9.99   -9.99       0   -0.15    0.03       5
 969    0.26   -9.99       1   -9.99   -9.99       0    0.92    0.00       5
 970   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.01       5
 971   -9.99   -9.99       0   -9.99   -9.99       0    0.84    0.11       5
 972   -9.99   -9.99       0   -9.99   -9.99       0    0.53    0.05       5
 973    0.56   -9.99       1   -9.99   -9.99       0    0.91    0.00       5
 974   -9.99   -9.99       0   -9.99   -9.99       0    0.80    0.03       5
 975   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
 976   -9.99   -9.99       0   -9.99   -9.99       0    0.99    0.01       5
 977    0.46   -9.99       1    0.79   -9.99       1   -9.99   -9.99       0
 978   -9.99   -9.99       0   -9.99   -9.99       0    1.13    0.04       5
 979   -9.99   -9.99       0   -9.99   -9.99       0    0.79    0.01       5
 980   -9.99   -9.99       0   -9.99   -9.99       0    0.72    0.01       5
 981   -9.99   -9.99       0   -9.99   -9.99       0    0.82    0.01       5
 982   -9.99   -9.99       0   -9.99   -9.99       0    0.65    0.03       5
 983   -9.99   -9.99       0   -9.99   -9.99       0    0.71    0.01       5
 984   -9.99   -9.99       0   -9.99   -9.99       0    0.87    0.01       5
 985   -9.99   -9.99       0   -9.99   -9.99       0    0.94    0.09       5
 986   -9.99   -9.99       0   -9.99   -9.99       0    1.24    0.07       5
 987   -9.99   -9.99       0   -9.99   -9.99       0    0.86    0.03       5
 988    0.32   -9.99       1    0.83   -9.99       1   -9.99   -9.99       0
 989   -9.99   -9.99       0   -9.99   -9.99       0    1.24    0.00       5
 990   -9.99   -9.99       0   -9.99   -9.99       0    1.19    0.01       5
 991   -9.99   -9.99       0   -9.99   -9.99       0    0.74    0.09       5
 992   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.01       5
 993   -9.99   -9.99       0   -9.99   -9.99       0    1.58    0.06       5
 994   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.02       5
 995    0.60   -9.99       1    0.88   -9.99       1   -9.99   -9.99       0
 996   -9.99   -9.99       0   -9.99   -9.99       0    0.79    0.05       5
 997    0.55   -9.99       1    0.79   -9.99       1   -9.99   -9.99       0
 998   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.02       5
 999    0.20   -9.99       1   -9.99   -9.99       0    0.96    0.00       5
1000   -9.99   -9.99       0   -9.99   -9.99       0    1.05    0.07       5
1001   -9.99   -9.99       0   -9.99   -9.99       0    1.08    0.01       5
1002    0.45   -9.99       1   -9.99   -9.99       0    1.09    0.00       5
1003    0.45   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
1004   -9.99   -9.99       0   -9.99   -9.99       0    0.94    0.01       5
1005   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1006   -9.99   -9.99       0   -9.99   -9.99       0    0.93    0.01       5
1007   -9.99   -9.99       0   -9.99   -9.99       0    0.73    0.01       5
1008    0.50   -9.99       1    0.90   -9.99       1   -9.99   -9.99       0
1009   -9.99   -9.99       0   -9.99   -9.99       0    0.91    0.03       5
1010   -9.99   -9.99       0   -9.99   -9.99       0    0.70    0.05       5
1011   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1012    0.39   -9.99       1   -9.99   -9.99       0    0.96    0.00       5
1013   -9.99   -9.99       0   -9.99   -9.99       0    0.92    0.07       5
1014   -9.99   -9.99       0   -9.99   -9.99       0    0.76    0.03       5
1015   -9.99   -9.99       0   -9.99   -9.99       0    0.83    0.01       5
1016   -9.99   -9.99       0   -9.99   -9.99       0    1.03    0.07       5
1017   -9.99   -9.99       0   -9.99   -9.99       0    0.45    0.13       5
1018   -9.99   -9.99       0   -9.99   -9.99       0    1.01    0.02       5
1019    0.53   -9.99       1    0.93   -9.99       1   -9.99   -9.99       0
1020   -9.99   -9.99       0   -9.99   -9.99       0    0.46    0.01       5
1021   -9.99   -9.99       0   -9.99   -9.99       0    0.26    0.04       5
1022    0.59   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
1023    0.44   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1024   -9.99   -9.99       0   -9.99   -9.99       0    0.54    0.05       5
1025   -9.99   -9.99       0   -9.99   -9.99       0    0.95    0.03       5
1026    0.31   -9.99       1    0.74   -9.99       1   -9.99   -9.99       0
1027   -9.99   -9.99       0   -9.99   -9.99       0    0.94    0.01       5
1028   -9.99   -9.99       0   -9.99   -9.99       0    0.61    0.16       5
1029    0.74   -9.99       1    0.91   -9.99       1   -9.99   -9.99       0
1030   -9.99   -9.99       0   -9.99   -9.99       0    0.68    0.02       5
1031   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1032   -9.99   -9.99       0   -9.99   -9.99       0    1.12    0.01       5
1033   -9.99   -9.99       0   -9.99   -9.99       0    1.28    0.03       5
1034   -9.99   -9.99       0   -9.99   -9.99       0    1.45    0.05       5
