Standard-system magnitudes of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (5) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The apparent U-band magnitude, m_U, of the galaxy. The values are corrected for extinction and redshift. 
Column 3: The uncertainty of m_U.
Column 4: The sources for the quoted values for m_U and their uncertainties.
Column 5: The apparent B-band magnitude, m_B, of the galaxy. The values are corrected for extinction and redshift. 
Column 6: The uncertainty of m_B.
Column 7: The sources for the quoted values for m_B and their uncertainties. 
Column 8: The apparent V-band magnitude, m_V, of the galaxy. The values are corrected for extinction and redshift. 
Column 9: The uncertainty of m_V.
Column 10: The sources for the quoted values for m_V and their uncertainties.
Column 11: The apparent I-band magnitude, m_I, of the galaxy. The values are corrected for extinction and redshift. 
Column 12: The uncertainty of m_I.
Column 13: The sources for the quoted values for m_I and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------
  id   m_U      dm_U       s.  m_B      dm_B       s.  m_V      dm_V       s.  m_I      dm_I      s. 
       [mag]                   [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------------------------------
 502   13.06   -9.99       1   12.97   -9.99       1   12.34   -9.99       1   12.24    0.45    1045
 503   14.80    0.50    1012   14.63   -9.99       1   13.58    0.47    1023   12.78    0.45    1045
 504   -9.99   -9.99       0   11.88   -9.99       1   10.96   -9.99       1   -9.99   -9.99       0
 505   14.68   -9.99       1   14.04   -9.99       1   13.40   -9.99       1   12.44    0.45    1045
 506   13.46   -9.99       1   12.68   -9.99       1   11.90   -9.99       1   11.07    0.45    1045
 507   14.39   -9.99       1   14.65   -9.99       1   14.12   -9.99       1   13.13    0.45    1045
 508   15.22    0.50    1012   14.98   -9.99       1   14.06    0.47    1023   13.21    0.45    1045
 509   -9.99   -9.99       0   14.41   -9.99       4   13.30    0.50       4   -9.99   -9.99       0
 510    8.56   -9.99       1    8.22   -9.99       1    8.10    0.10       4   -9.99   -9.99       0
 511   13.12   -9.99       1   12.90   -9.99       1   12.20   -9.99       1   11.47    0.45    1045
 512   13.91    0.50    1012   13.46   -9.99       1   12.76    0.47    1023   12.00    0.45    1045
 513   -9.99   -9.99       0   15.21   -9.99       4   14.40    0.30       4   -9.99   -9.99       0
 514   12.30   -9.99       1   11.86   -9.99       1   10.95   -9.99       1   10.01    0.45    1045
 515   13.50    0.50    1012   12.93   -9.99       1   12.07    0.47    1023   11.29    0.45    1045
 516   12.73    0.50    1012   12.22   -9.99       1   11.35   -9.99       1   10.43    0.45    1045
 517   13.42    0.50    1012   14.18   -9.99       1   11.90    0.47    1023   10.99    0.45    1045
 518   12.21    0.50    1012   11.81    0.43    1012   10.78    0.47    1023    9.92    0.45    1045
 519   13.38    0.50    1012   13.80   -9.99       1   12.17    0.47    1023   11.39    0.45    1045
 520   -9.99   -9.99       0   11.03   -9.99       1   11.00    0.50       4   -9.99   -9.99       0
 521   -9.99   -9.99       0   -9.99   -9.99       0   21.60    0.05       9   20.65    0.09       6
 522   -9.99   -9.99       0   -9.99   -9.99       0   22.05    0.12       9   21.45    0.19       6
 523   -9.99   -9.99       0   13.48   -9.99       1   13.12    0.01       9   11.98    0.01       6
 524   -9.99   -9.99       0   -9.99   -9.99       0   21.56    0.05       9   21.04    0.08       6
 525   -9.99   -9.99       0   15.46   -9.99       1   14.67    0.01       9   13.58    0.01       6
 526   -9.99   -9.99       0   -9.99   -9.99       0   21.38    0.02       9   20.69    0.04       6
 527   -9.99   -9.99       0   -9.99   -9.99       0   21.57    0.04       9   20.60    0.07       6
 528   -9.99   -9.99       0   -9.99   -9.99       0   23.11    0.09       9   22.40    0.14       6
 529   -9.99   -9.99       0   -9.99   -9.99       0   22.61    0.04       9   21.74    0.06       6
 530   -9.99   -9.99       0   -9.99   -9.99       0   21.62    0.06       9   20.95    0.08       6
 531   -9.99   -9.99       0   -9.99   -9.99       0   22.31    0.18       9   21.38    0.31       6
 532   -9.99   -9.99       0   -9.99   -9.99       0   15.30    0.01       9   14.26    0.01       6
 533   -9.99   -9.99       0   -9.99   -9.99       0   22.34    0.04       9   21.34    0.09       6
 534   -9.99   -9.99       0   -9.99   -9.99       0   21.29    0.03       9   20.40    0.06       6
 535   -9.99   -9.99       0   -9.99   -9.99       0   18.59    0.02       9   17.76    0.03       6
 536   -9.99   -9.99       0   -9.99   -9.99       0   21.57    0.10       9   20.86    0.16       6
 537   -9.99   -9.99       0   -9.99   -9.99       0   21.64    0.04       9   20.98    0.06       6
 538   -9.99   -9.99       0   -9.99   -9.99       0   21.60    0.04       9   20.79    0.06       6
 539   -9.99   -9.99       0   -9.99   -9.99       0   17.65    0.03       9   16.67    0.05       6
 540   -9.99   -9.99       0   -9.99   -9.99       0   21.74    0.04       9   20.91    0.06       6
 541   -9.99   -9.99       0   -9.99   -9.99       0   23.42    0.16       9   22.58    0.27       6
 542   -9.99   -9.99       0   15.35   -9.99       1   14.12    0.01       9   13.03    0.01       6
 543   -9.99   -9.99       0   -9.99   -9.99       0   21.76    0.05       9   20.86    0.09       6
 544   -9.99   -9.99       0   -9.99   -9.99       0   22.06    0.03       9   21.24    0.07       6
 545   -9.99   -9.99       0   -9.99   -9.99       0   19.44    0.02       9   18.51    0.04       6
 546   -9.99   -9.99       0   15.03   -9.99       1   14.47    0.01       9   13.29    0.01       6
 547   -9.99   -9.99       0   -9.99   -9.99       0   20.81    0.01       9   19.95    0.01       6
 548   -9.99   -9.99       0   -9.99   -9.99       0   21.11    0.03       9   20.28    0.06       6
 549   -9.99   -9.99       0   -9.99   -9.99       0   20.98    0.04       9   20.17    0.06       6
 550   -9.99   -9.99       0   -9.99   -9.99       0   21.52    0.08       9   20.71    0.14       6
 551   -9.99   -9.99       0   -9.99   -9.99       0   19.28    0.02       9   18.60    0.03       6
 552   -9.99   -9.99       0   -9.99   -9.99       0   22.19    0.04       9   21.39    0.08       6
 553   -9.99   -9.99       0   -9.99   -9.99       0   21.72    0.04       9   20.86    0.07       6
 554   -9.99   -9.99       0   -9.99   -9.99       0   20.07    0.02       9   19.02    0.04       6
 555   -9.99   -9.99       0   -9.99   -9.99       0   22.18    0.06       9   21.62    0.08       6
 556   -9.99   -9.99       0   16.00   -9.99       1   15.91    0.01       9   14.86    0.01       6
 557   -9.99   -9.99       0   -9.99   -9.99       0   23.05    0.12       9   22.44    0.20       6
 558   13.52   -9.99       1   13.00   -9.99       1   12.09   -9.99       1   11.30   -9.99       6
 559   -9.99   -9.99       0   -9.99   -9.99       0   21.25    0.01       9   20.50    0.01       6
 560   -9.99   -9.99       0   -9.99   -9.99       0   19.91    0.03       9   18.92    0.06       6
 561   -9.99   -9.99       0   -9.99   -9.99       0   21.94    0.01       9   21.12    0.01       6
 562   -9.99   -9.99       0   -9.99   -9.99       0   21.80    0.07       9   21.24    0.11       6
 563   -9.99   -9.99       0   -9.99   -9.99       0   20.61    0.05       9   19.95    0.07       6
 564   -9.99   -9.99       0   -9.99   -9.99       0   21.82    0.05       9   20.85    0.09       6
 565   -9.99   -9.99       0   -9.99   -9.99       0   22.64    0.08       9   21.89    0.12       6
 566   -9.99   -9.99       0   -9.99   -9.99       0   19.81    0.02       9   18.89    0.04       6
 567   -9.99   -9.99       0   -9.99   -9.99       0   21.81    0.10       9   21.09    0.16       6
 568   -9.99   -9.99       0   -9.99   -9.99       0   22.75    0.06       9   22.06    0.14       6
 569   -9.99   -9.99       0   17.99   -9.99       1   17.86    0.04       9   16.91    0.08       6
 570   -9.99   -9.99       0   -9.99   -9.99       0   19.95    0.03       9   18.95    0.05       6
 571   -9.99   -9.99       0   -9.99   -9.99       0   21.58    0.06       9   20.87    0.11       6
 572   -9.99   -9.99       0   14.87   -9.99       1   14.30    0.01       9   13.22    0.01       6
 573   -9.99   -9.99       0   -9.99   -9.99       0   19.31    0.01       9   18.50    0.02       6
 574   -9.99   -9.99       0   -9.99   -9.99       0   20.80    0.05       9   19.87    0.09       6
 575   12.71   -9.99       1   12.15   -9.99       1   11.26   -9.99       1   10.73   -9.99       6
 576   -9.99   -9.99       0   16.91   -9.99       1   16.63    0.01       9   15.76    0.01       6
 577   -9.99   -9.99       0   -9.99   -9.99       0   18.27    0.01       9   17.31    0.01       6
 578   -9.99   -9.99       0   -9.99   -9.99       0   19.37    0.01       9   18.84    0.01       6
 579   -9.99   -9.99       0   -9.99   -9.99       0   19.88    0.01       9   19.29    0.01       6
 580   -9.99   -9.99       0   -9.99   -9.99       0   21.16    0.02       9   20.33    0.03       6
 581   -9.99   -9.99       0   -9.99   -9.99       0   19.99    0.02       9   19.21    0.04       6
 582   -9.99   -9.99       0   15.11   -9.99       1   14.29    0.01       9   13.24    0.01       6
 583   -9.99   -9.99       0   -9.99   -9.99       0   20.46    0.07       9   19.63    0.12       6
 584   -9.99   -9.99       0   -9.99   -9.99       0   20.01    0.12       9   18.90    0.20       6
 585   -9.99   -9.99       0   -9.99   -9.99       0   21.50    0.07       9   20.61    0.14       6
 586   -9.99   -9.99       0   -9.99   -9.99       0   18.18    0.01       9   17.18    0.01       6
 587   -9.99   -9.99       0   -9.99   -9.99       0   18.14    0.06       9   17.15    0.11       6
 588   -9.99   -9.99       0   -9.99   -9.99       0   21.41    0.05       9   20.70    0.09       6
 589   -9.99   -9.99       0   11.13   -9.99       1   10.12    0.01      10    8.96    0.03       7
 590   -9.99   -9.99       0   -9.99   -9.99       0   20.79    0.08       9   19.76    0.15       6
 591   -9.99   -9.99       0   -9.99   -9.99       0   21.51    0.06       9   20.61    0.12       6
 592   -9.99   -9.99       0   17.95   -9.99       1   17.86    0.02       9   17.06    0.04       6
 593   -9.99   -9.99       0   -9.99   -9.99       0   16.18    0.01       9   15.19    0.01       6
 594   -9.99   -9.99       0   -9.99   -9.99       0   22.23    0.10       9   21.25    0.17       6
 595   -9.99   -9.99       0   -9.99   -9.99       0   17.93    0.05       9   16.91    0.09       6
 596   -9.99   -9.99       0   -9.99   -9.99       0   18.47    0.01       9   17.56    0.02       6
 597   -9.99   -9.99       0   -9.99   -9.99       0   22.00    0.03       9   21.44    0.05       6
 598   -9.99   -9.99       0   17.40   -9.99       1   17.26    0.01       9   16.32    0.02       6
 599   -9.99   -9.99       0   -9.99   -9.99       0   22.19    0.09       9   21.66    0.14       6
 600   -9.99   -9.99       0   -9.99   -9.99       0   20.38    0.02       9   19.21    0.04       6
 601   12.36   -9.99       1   12.09   -9.99       1   11.34   -9.99       1   10.64    0.45    1045
 602   -9.99   -9.99       0   -9.99   -9.99       0   22.06    0.06       9   21.42    0.09       6
 603   -9.99   -9.99       0   16.95   -9.99       1   16.58    0.01       9   15.61    0.01       6
 604   -9.99   -9.99       0   -9.99   -9.99       0   21.93    0.02       9   21.19    0.04       6
 605   -9.99   -9.99       0   -9.99   -9.99       0   19.22    0.02       9   18.25    0.04       6
 606   -9.99   -9.99       0   -9.99   -9.99       0   18.43    0.01       9   17.69    0.01       6
 607   -9.99   -9.99       0   -9.99   -9.99       0   20.43    0.01       9   19.59    0.02       6
 608   -9.99   -9.99       0   -9.99   -9.99       0   20.11    0.02       9   19.28    0.04       6
 609   -9.99   -9.99       0   -9.99   -9.99       0   20.78    0.03       9   20.03    0.04       6
 610   -9.99   -9.99       0   -9.99   -9.99       0   17.94    0.04       9   17.15    0.06       6
 611   -9.99   -9.99       0   17.90   -9.99       1   17.75    0.03       9   16.91    0.05       6
 612   -9.99   -9.99       0   15.17   -9.99       1   14.43    0.01       9   13.39    0.01       6
 613   -9.99   -9.99       0   14.46   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
 614   -9.99   -9.99       0   -9.99   -9.99       0   20.00    0.03       9   19.15    0.05       6
 615   -9.99   -9.99       0   15.06   -9.99       1   13.86    0.01       9   12.71    0.01       6
 616   -9.99   -9.99       0   -9.99   -9.99       0   16.50    0.01       9   15.43    0.02       6
 617   -9.99   -9.99       0   -9.99   -9.99       0   20.19    0.01       9   19.23    0.02       6
 618   -9.99   -9.99       0   -9.99   -9.99       0   22.56    0.19       9   21.99    0.31       6
 619   -9.99   -9.99       0   -9.99   -9.99       0   19.87    0.01       9   19.01    0.02       6
 620   -9.99   -9.99       0   -9.99   -9.99       0   21.19    0.08       9   20.63    0.12       6
 621   -9.99   -9.99       0   17.12   -9.99       1   16.93    0.02       9   16.01    0.04       6
 622   -9.99   -9.99       0   -9.99   -9.99       0   19.10    0.09       9   18.33    0.14       6
 623   -9.99   -9.99       0   -9.99   -9.99       0   20.72    0.01       9   19.88    0.04       6
 624   -9.99   -9.99       0   -9.99   -9.99       0   22.83    0.14       9   22.13    0.26       6
 625   -9.99   -9.99       0   -9.99   -9.99       0   20.16    0.06       9   19.41    0.09       6
 626   -9.99   -9.99       0   -9.99   -9.99       0   22.70    0.06       9   21.85    0.13       6
 627   -9.99   -9.99       0   -9.99   -9.99       0   20.81    0.04       9   19.98    0.08       6
 628   -9.99   -9.99       0   -9.99   -9.99       0   18.53    0.01       9   17.71    0.01       6
 629   -9.99   -9.99       0   -9.99   -9.99       0   20.32    0.01       9   19.27    0.01       6
 630   -9.99   -9.99       0   -9.99   -9.99       0   21.02    0.05       9   20.28    0.08       6
 631   -9.99   -9.99       0   -9.99   -9.99       0   22.67    0.12       9   22.00    0.18       6
 632   -9.99   -9.99       0   -9.99   -9.99       0   21.76    0.02       9   21.01    0.04       6
 633   11.26   -9.99       1   10.98   -9.99       1   10.16   -9.99       1   -9.99   -9.99       0
 634   10.62   -9.99       1   10.11   -9.99       1    9.18   -9.99       1   10.47    0.45    1045
 635   11.17   -9.99       1   10.77   -9.99       1    9.89   -9.99       1    9.18    0.45    1005
 636   -9.99   -9.99       0   14.89   -9.99       4   14.10    0.50       4   -9.99   -9.99       0
 637   13.92    0.50    1012   13.73   -9.99       1   12.74    0.47    1023   11.88    0.45    1045
 638   11.65   -9.99       1   11.31   -9.99       1   10.46   -9.99       1    9.83    0.45    1045
 639   12.43   -9.99       1   11.93   -9.99       1   11.03   -9.99       1   10.03    0.45    1045
 640   13.39    0.50    1012   12.82   -9.99       1   12.24    0.47    1023   11.43    0.45    1045
 641   13.58    0.50    1012   12.95   -9.99       1   12.25    0.47    1023   11.38    0.45    1045
 642   14.26    0.50    1012   13.62   -9.99       1   12.95    0.47    1023   12.09    0.45    1045
 643   11.28   -9.99       1   10.98   -9.99       1   10.20   -9.99       1    9.84    0.45    1045
 644   14.29    0.50    1012   14.10   -9.99       1   13.00    0.47    1023   12.01    0.45    1045
 645   13.90    0.50    1012   13.90   -9.99       1   12.70    0.47    1023   11.92    0.45    1045
 646   14.35    0.50    1012   14.44   -9.99       1   13.24    0.47    1023   12.40    0.45    1045
 647   14.81   -9.99       1   13.89   -9.99       1   13.20    0.47    1023   12.35    0.45    1045
 648   11.44   -9.99       1   10.92   -9.99       1   10.02   -9.99       1   -9.99   -9.99       0
 649   13.52    0.50    1012   13.39   -9.99       1   12.55    0.47    1023   11.72    0.45    1045
 650   -9.99   -9.99       0   11.00   -9.99       1   10.00    0.30       4   -9.99   -9.99       0
 651   13.40    0.50    1012   12.74   -9.99       1   12.08    0.47    1023   11.27    0.45    1045
 652   13.08   -9.99       1   12.78   -9.99       1   11.94   -9.99       1   11.22    0.45    1045
 653   13.50   -9.99       1   13.06   -9.99       1   12.23   -9.99       1   -9.99   -9.99       0
 654   11.29   -9.99       1   10.83   -9.99       1    9.93   -9.99       1   -9.99   -9.99       0
 655   11.92   -9.99       1   11.46   -9.99       1   10.55   -9.99       1   -9.99   -9.99       0
 656   12.02   -9.99       1   11.56   -9.99       1   10.73   -9.99       1    9.90    0.45    1045
 657   12.16    0.50    1012   11.66   -9.99       1   10.76   -9.99       1   10.00    0.45    1045
 658   13.25    0.50    1012   12.44   -9.99       1   11.79    0.47    1023   10.87    0.45    1045
 659   11.96   -9.99       1   11.70   -9.99       1   10.94   -9.99       1   10.23    0.45    1045
 660   13.12    0.50    1012   12.69   -9.99       1   11.78    0.47    1023   10.92    0.45    1045
 661   11.63   -9.99       1   11.13   -9.99       1   10.26   -9.99       1    9.47    0.45    1045
 662   14.41    0.50    1012   13.91   -9.99       1   13.07   -9.99       1   12.21    0.45    1045
 663   13.75    0.50    1012   13.30   -9.99       1   12.40    0.47    1023   11.52    0.45    1045
 664   13.41   -9.99       1   12.98   -9.99       1   12.04   -9.99       1   11.30    0.45    1045
 665   12.12   -9.99       1   11.67   -9.99       1   10.77   -9.99       1    9.82    0.45    1045
 666   13.72    0.50    1012   12.86   -9.99       1   12.37    0.47    1023   11.45    0.45    1045
 667   13.96    0.50    1012   13.44   -9.99       1   12.97    0.47    1023   12.23    0.45    1045
 668   -9.99   -9.99       0   16.91   -9.99       4   16.30    0.50       4   -9.99   -9.99       0
 669   -9.99   -9.99       0   16.91   -9.99       4   16.10    0.50       4   -9.99   -9.99       0
 670   14.80    0.50    1012   14.66   -9.99       1   13.57    0.47    1023   12.76    0.45    1045
 671   14.62    0.50    1012   14.49   -9.99       1   13.36    0.47    1023   12.64    0.45    1045
 672   15.77    0.50    1012   15.28   -9.99       1   14.46    0.47    1023   13.63    0.45    1045
 673   13.61    0.50    1012   13.32   -9.99       1   12.34    0.47    1023   11.50    0.45    1045
 674   16.35    0.50    1012   16.06   -9.99       1   15.08    0.47    1023   14.23    0.45    1045
 675   16.22    0.50    1012   15.85   -9.99       1   15.14    0.47    1023   14.40    0.45    1045
 676   16.35    0.50    1012   15.78   -9.99       1   14.96    0.47    1023   14.03    0.45    1045
 677   13.78    0.50    1012   13.64   -9.99       1   12.61    0.47    1023   11.73    0.45    1045
 678   13.61    0.50    1012   13.19   -9.99       1   12.48    0.47    1023   11.69    0.45    1045
 679   13.81    0.50    1012   13.52   -9.99       1   12.34    0.47    1023   11.52    0.45    1045
 680   16.78    0.50    1012   16.53   -9.99       1   15.55    0.47    1023   14.69    0.45    1045
 681   15.22    0.50    1012   14.90   -9.99       1   13.84    0.47    1023   13.00    0.45    1045
 682   13.75   -9.99       1   13.32   -9.99       1   12.46   -9.99       1   11.71    0.45    1045
 683   16.57    0.50    1012   16.22   -9.99       1   15.33    0.47    1023   14.48    0.45    1045
 684   -9.99   -9.99       0   12.53   -9.99       1   11.62   -9.99       1   -9.99   -9.99       0
 685   17.25    0.50    1012   16.99   -9.99       1   16.15    0.47    1023   15.34    0.45    1045
 686   13.63   -9.99       1   13.42   -9.99       1   12.70   -9.99       1   12.28    0.45    1045
 687   16.66    0.50    1012   16.42   -9.99       1   15.38    0.47    1023   14.51    0.45    1045
 688   16.50    0.50    1012   16.31   -9.99       1   15.25    0.47    1023   14.41    0.45    1045
 689   15.61    0.50    1012   15.19   -9.99       1   14.30    0.47    1023   13.43    0.45    1045
 690   16.29    0.50    1012   16.08   -9.99       1   14.97    0.47    1023   14.13    0.45    1045
 691   15.47    0.50    1012   14.91   -9.99       1   14.08    0.47    1023   13.20    0.45    1045
 692   15.87    0.50    1012   15.50   -9.99       1   14.57    0.47    1023   13.75    0.45    1045
 693   16.89    0.50    1012   16.78   -9.99       1   15.67    0.47    1023   14.84    0.45    1045
 694   15.93    0.50    1012   15.29   -9.99       1   14.63    0.47    1023   13.78    0.45    1045
 695   15.02    0.50    1012   14.83   -9.99       1   13.64    0.47    1023   12.81    0.45    1045
 696   17.03    0.50    1012   16.81   -9.99       1   15.81    0.47    1023   15.00    0.45    1045
 697   15.41    0.50    1012   14.78   -9.99       1   14.06    0.47    1023   13.28    0.45    1045
 698   15.91    0.50    1012   15.29   -9.99       1   14.63    0.47    1023   13.77    0.45    1045
 699   16.66    0.50    1012   16.51   -9.99       1   15.46    0.47    1023   14.62    0.45    1045
 700   14.62   -9.99       1   14.06   -9.99       1   13.14   -9.99       1   12.19    0.45    1045
 701   16.73    0.50    1012   16.76   -9.99       1   15.52    0.47    1023   14.75    0.45    1045
 702   15.73    0.50    1012   15.21   -9.99       1   14.36    0.47    1023   13.45    0.45    1045
 703   15.87    0.50    1012   15.69   -9.99       1   14.66    0.47    1023   13.90    0.45    1045
 704   15.87    0.50    1012   15.69   -9.99       1   14.66    0.47    1023   13.90    0.45    1045
 705   15.61    0.50    1012   14.93   -9.99       1   14.36    0.47    1023   13.55    0.45    1045
 706   14.88   -9.99       1   14.51   -9.99       1   13.72   -9.99       1   12.88    0.45    1045
 707   14.83   -9.99       1   14.36   -9.99       1   13.46   -9.99       1   12.96    0.45    1045
 708   13.12   -9.99       1   12.62   -9.99       1   11.74   -9.99       1   11.27    0.45    1045
 709   16.31    0.50    1012   15.79   -9.99       1   14.98    0.47    1023   14.13    0.45    1045
 710   15.18   -9.99       1   14.82   -9.99       1   13.96   -9.99       1   13.38    0.45    1045
 711   16.51    0.50    1012   16.11   -9.99       1   15.19    0.47    1023   14.32    0.45    1045
 712   15.71    0.50    1012   15.50   -9.99       1   14.43    0.47    1023   13.63    0.45    1045
 713   13.35    0.50    1012   13.04   -9.99       1   12.22   -9.99       1   11.27    0.45    1045
 714   15.25    0.50    1012   14.87   -9.99       1   13.86    0.47    1023   12.99    0.45    1045
 715   15.53    0.50    1012   15.12   -9.99       1   14.13    0.47    1023   13.24    0.45    1045
 716   15.53    0.50    1012   15.25   -9.99       1   14.20    0.47    1023   13.34    0.45    1045
 717   15.80    0.50    1012   15.50   -9.99       1   14.49    0.47    1023   13.66    0.45    1045
 718   15.93    0.50    1012   15.49   -9.99       1   14.65    0.47    1023   13.82    0.45    1045
 719   15.99    0.50    1012   15.37   -9.99       1   14.69    0.47    1023   13.83    0.45    1045
 720   15.00    0.50    1012   14.71   -9.99       1   13.71    0.47    1023   12.98    0.45    1045
 721   16.29    0.50    1012   15.79   -9.99       1   14.94    0.47    1023   14.04    0.45    1045
 722   15.83    0.50    1012   15.28   -9.99       1   14.49    0.47    1023   13.65    0.45    1045
 723   16.38    0.50    1012   16.00   -9.99       1   15.16    0.47    1023   14.33    0.45    1045
 724   16.38    0.50    1012   16.00   -9.99       1   15.16    0.47    1023   14.33    0.45    1045
 725   15.40   -9.99       1   14.89   -9.99       1   14.01   -9.99       1   12.95    0.45    1045
 726   15.55    0.50    1012   15.23   -9.99       1   14.35    0.47    1023   13.47    0.45    1045
 727   15.78    0.50    1012   16.67   -9.99       1   14.38    0.47    1023   13.51    0.45    1045
 728   15.62   -9.99       1   15.02   -9.99       1   14.08   -9.99       1   13.06    0.45    1045
 729   14.03   -9.99       1   13.51   -9.99       1   12.59   -9.99       1   11.77    0.45    1045
 730   16.51    0.50    1012   16.82   -9.99       1   15.22    0.47    1023   14.34    0.45    1045
 731   15.00   -9.99       1   14.63   -9.99       1   13.81   -9.99       1   12.99    0.45    1045
 732   16.83    0.50    1012   16.59   -9.99       1   15.58    0.47    1023   14.75    0.45    1045
 733   16.55    0.50    1012   16.42   -9.99       1   15.37    0.47    1023   14.63    0.45    1045
 734   15.23    0.50    1012   14.74   -9.99       1   13.85    0.47    1023   12.95    0.45    1045
 735   16.32    0.50    1012   16.04   -9.99       1   15.07    0.47    1023   14.22    0.45    1045
 736   14.23   -9.99       1   13.76   -9.99       1   12.87   -9.99       1   12.21    0.45    1045
 737   15.09    0.50    1012   14.73   -9.99       1   13.74    0.47    1023   12.84    0.45    1045
 738   16.23    0.50    1012   16.19   -9.99       1   15.05    0.47    1023   14.23    0.45    1045
 739   16.31    0.50    1012   16.01   -9.99       1   14.97    0.47    1023   14.16    0.45    1045
 740   14.08   -9.99       1   13.67   -9.99       1   12.75   -9.99       1   11.84    0.45    1045
 741   14.75    0.50    1012   14.12   -9.99       1   13.33    0.47    1023   12.52    0.45    1045
 742   15.65    0.50    1012   15.28   -9.99       1   14.33    0.47    1023   13.43    0.45    1045
 743   15.75    0.50    1012   15.51   -9.99       1   14.48    0.47    1023   13.63    0.45    1045
 744   15.71    0.50    1012   15.24   -9.99       1   14.39    0.47    1023   13.55    0.45    1045
 745   16.18    0.50    1012   15.74   -9.99       1   14.90    0.47    1023   14.06    0.45    1045
 746   -9.99   -9.99       0   14.64   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
 747   14.10    0.50    1012   13.94   -9.99       1   12.68    0.47    1023   11.88    0.45    1045
 748   15.02    0.50    1012   14.71   -9.99       1   13.67    0.47    1023   12.93    0.45    1045
 749   11.93   -9.99       1   11.46   -9.99       1   10.57   -9.99       1   -9.99   -9.99       0
 750   14.46    0.50    1012   14.15   -9.99       1   12.97    0.47    1023   12.13    0.45    1045
 751   15.90    0.50    1012   15.55   -9.99       1   14.53    0.47    1023   13.65    0.45    1045
 752   16.47    0.50    1012   16.43   -9.99       1   15.23    0.47    1023   14.39    0.45    1045
 753   14.00    0.50    1012   13.15   -9.99       1   12.29   -9.99       1   11.80    0.45    1045
 754   16.54    0.50    1012   16.17   -9.99       1   15.29    0.47    1023   14.43    0.45    1045
 755   14.20    0.50    1012   13.51   -9.99       1   12.65   -9.99       1   11.97    0.45    1045
 756   16.30    0.50    1012   15.78   -9.99       1   14.97    0.47    1023   14.09    0.45    1045
 757   11.58   -9.99       1   11.17   -9.99       1   10.31   -9.99       1    9.41    0.45    1045
 758   16.15    0.50    1012   15.50   -9.99       1   14.69    0.47    1023   13.90    0.45    1045
 759   15.24    0.50    1012   15.08   -9.99       1   13.88    0.47    1023   13.08    0.45    1045
 760   12.07   -9.99       1   11.57   -9.99       1   10.69   -9.99       1   10.39    0.45    1045
 761   16.70    0.50    1012   16.19   -9.99       1   15.47    0.47    1023   14.66    0.45    1045
 762   16.63    0.50    1012   16.36   -9.99       1   15.41    0.47    1023   14.56    0.45    1045
 763   11.82   -9.99       1   11.32   -9.99       1   10.40   -9.99       1   10.30    0.45    1045
 764   12.12    0.50    1012   11.59   -9.99       1   10.77   -9.99       1   10.62    0.45    1045
 765   11.92   -9.99       1   11.41   -9.99       1   10.56   -9.99       1    9.84    0.45    1045
 766   14.05    0.50    1012   13.72   -9.99       1   12.74    0.47    1023   11.93    0.45    1045
 767   11.98   -9.99       1   11.60   -9.99       1   10.79   -9.99       1    9.75    0.45    1045
 768   11.01   -9.99       1   10.53   -9.99       1    9.63   -9.99       1    9.31    0.45    1045
 769   12.46   -9.99       1   12.24   -9.99       1   11.47   -9.99       1   11.31    0.45    1045
 770    7.77    0.50    1012    8.43   -9.99       1    7.74    0.47    1023    8.07    0.45    1045
 771   12.29    0.50    1012   11.75   -9.99       1   10.91    0.47    1023   10.42    0.45    1045
 772   14.75    0.50    1012   13.95   -9.99       1   13.70    0.47    1023   13.08    0.45    1045
 773   12.66   -9.99       1   12.41   -9.99       1   11.65   -9.99       1   10.58    0.45    1045
 774   14.26    0.50    1012   14.15   -9.99       1   13.27    0.47    1023   12.51    0.45    1045
 775   14.97    0.50    1012   14.79   -9.99       1   14.73    0.03       2   13.57    0.45    1045
 776   12.37   -9.99       1   11.92   -9.99       1   11.05   -9.99       1   10.36    0.45    1045
 777   12.06   -9.99       1   11.68   -9.99       1   10.86   -9.99       1   10.15    0.45    1045
 778   13.85    0.50    1012   13.49   -9.99       1   12.54    0.47    1023   11.74    0.45    1045
 779   12.15   -9.99       1   11.66   -9.99       1   10.76   -9.99       1   10.51    0.45    1045
 780   14.33    0.50    1012   14.17   -9.99       1   13.31    0.47    1023   12.52    0.45    1045
 781   13.20   -9.99       1   12.91   -9.99       1   12.07   -9.99       1   11.15    0.45    1045
 782   15.19    0.50    1012   14.58   -9.99       1   14.23    0.47    1023   13.47    0.45    1045
 783   15.36    0.50    1012   14.67   -9.99       1   14.30    0.47    1023   13.50    0.45    1045
 784   13.32   -9.99       1   12.85   -9.99       1   11.94   -9.99       1   10.85    0.45    1045
 785   15.74    0.50    1012   15.20   -9.99       1   14.76    0.47    1023   13.90    0.45    1045
