Standard-system magnitudes of the elliptical galaxies in Dabringhausen & Fellhauer (2015).
This is the full version of Table (5) in Dabringhausen & Fellhauer (2015). Unknown values are indictated with entries set to -9.99.

The Table contains the following data:
Column 1: The running number of the galaxy that identifies it within this catalog.
Column 2: The apparent U-band magnitude, m_U, of the galaxy. The values are corrected for extinction and redshift. 
Column 3: The uncertainty of m_U.
Column 4: The sources for the quoted values for m_U and their uncertainties.
Column 5: The apparent B-band magnitude, m_B, of the galaxy. The values are corrected for extinction and redshift. 
Column 6: The uncertainty of m_B.
Column 7: The sources for the quoted values for m_B and their uncertainties. 
Column 8: The apparent V-band magnitude, m_V, of the galaxy. The values are corrected for extinction and redshift. 
Column 9: The uncertainty of m_V.
Column 10: The sources for the quoted values for m_V and their uncertainties.
Column 11: The apparent I-band magnitude, m_I, of the galaxy. The values are corrected for extinction and redshift. 
Column 12: The uncertainty of m_I.
Column 13: The sources for the quoted values for m_I and their uncertainties.

For a detailed description of the data in this table, see Section (5) in Dabringhausen & Fellhauer (2015).

-----------------------------------------------------------------------------------------------------
  id   m_U      dm_U       s.  m_B      dm_B       s.  m_V      dm_V       s.  m_I      dm_I      s. 
       [mag]                   [mag]                   [mag]                   [mag]   
-----------------------------------------------------------------------------------------------------
1360   17.26   -9.99       2   16.54   -9.99       1   15.81   -9.99       4   14.94   -9.99       2
1361   16.90   -9.99       2   16.18   -9.99       1   15.51   -9.99       4   14.59   -9.99       2
1362   19.14   -9.99       2   18.59   -9.99       2   17.92   -9.99       4   16.99   -9.99       2
1363   17.32   -9.99       2   16.46   -9.99       1   15.96   -9.99       4   15.08   -9.99       2
1364   19.32   -9.99       2   18.94   -9.99       2   18.13   -9.99       4   17.43   -9.99       2
1365   17.18   -9.99       2   16.38   -9.99       1   15.71   -9.99       4   14.77   -9.99       2
1366   16.14   -9.99       1   15.57   -9.99       1   14.65   -9.99       1   13.53   -9.99       2
1367   15.66   -9.99       2   15.11   -9.99       1   14.17   -9.99       1   13.14   -9.99       2
1368   19.20   -9.99       2   18.81   -9.99       2   17.94   -9.99       4   17.18   -9.99       2
1369   17.19   -9.99       2   16.60   -9.99       1   15.84   -9.99       4   14.98   -9.99       2
1370   15.76   -9.99       1   15.26   -9.99       1   14.33   -9.99       1   13.04   -9.99       2
1371   16.47   -9.99       2   15.74   -9.99       1   14.73   -9.99       4   13.70   -9.99       2
1372   15.60   -9.99       1   14.99   -9.99       1   14.11   -9.99       1   13.21   -9.99       2
1373   15.96   -9.99       2   14.40   -9.99       1   13.53   -9.99       1   13.47   -9.99       2
1374   17.77   -9.99       2   18.78   -9.99       1   16.48   -9.99       4   15.62   -9.99       2
1375   13.16   -9.99       1   12.63   -9.99       1   11.76   -9.99       1   11.44   -9.99       2
1376   19.08   -9.99       2   18.61   -9.99       2   17.75   -9.99       4   17.04   -9.99       2
1377   20.00   -9.99       2   19.47   -9.99       2   18.56   -9.99       4   17.69   -9.99       2
1378   15.97   -9.99       1   15.51   -9.99       1   14.59   -9.99       1   13.70   -9.99       2
1379   18.15   -9.99       2   18.02   -9.99       1   16.88   -9.99       4   15.97   -9.99       2
1380   17.30   -9.99       2   15.60   -9.99       1   14.80   -9.99       1   15.03   -9.99       2
1381   15.63   -9.99       1   15.28   -9.99       1   14.47   -9.99       1   14.99   -9.99       2
1382   17.75   -9.99       1   16.70   -9.99       1   16.13   -9.99       4   15.22   -9.99       2
1383   16.66   -9.99       2   16.40   -9.99       1   15.50   -9.99       1   14.41   -9.99       2
1384   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0   -9.99   -9.99       0
1385   16.52   -9.99       1   16.05   -9.99       1   15.14   -9.99       1   14.18   -9.99       2
1386   19.48   -9.99       2   19.49   -9.99       2   18.75   -9.99       4   18.11   -9.99       2
1387   17.06   -9.99       2   16.57   -9.99       1   15.74   -9.99       4   14.91   -9.99       2
1388   15.86   -9.99       1   15.24   -9.99       1   14.31   -9.99       1   13.36   -9.99       2
1389   16.44   -9.99       2   15.80   -9.99       1   14.85   -9.99       1   14.09   -9.99       2
1390   15.81   -9.99       1   15.39   -9.99       1   14.50   -9.99       1   13.78   -9.99       2
1391   18.77   -9.99       2   18.44   -9.99       2   17.67   -9.99       4   16.84   -9.99       2
1392   15.21    0.50    1012   15.27   -9.99       1   13.90    0.47    1023   13.11    0.45    1045
1393   18.64   -9.99       2   18.37   -9.99       2   17.87   -9.99       4   17.14   -9.99       2
1394   19.79    0.50    1002   19.43    0.43    1002   18.78    0.47    1023   18.24    0.45    1040
1395   17.74   -9.99       2   17.07   -9.99       1   16.37   -9.99       4   15.58   -9.99       2
1396   18.81   -9.99       2   18.41   -9.99       2   17.51   -9.99       4   16.88   -9.99       2
1397   20.88    0.50    1012   20.58    0.43    1012   19.89    0.47    1023   19.12    0.45    1040
1398   19.07   -9.99       2   18.66   -9.99       2   17.90   -9.99       4   17.04   -9.99       2
1399   16.55   -9.99       1   16.10   -9.99       1   15.20   -9.99       1   14.26    0.45    1045
1400   19.77   -9.99       2   19.49   -9.99       1   18.32   -9.99       4   17.49   -9.99       2
1401   14.17   -9.99       1   13.66   -9.99       1   12.69   -9.99       1   13.27   -9.99       2
1402   16.66   -9.99       1   16.24   -9.99       1   15.37   -9.99       1   14.67   -9.99       2
1403   14.86   -9.99       1   14.35   -9.99       1   13.41   -9.99       1   12.63    0.45    1045
1404   18.42   -9.99       2   18.46   -9.99       1   17.24   -9.99       4   16.44   -9.99       2
1405   18.44   -9.99       2   17.82   -9.99       1   17.23   -9.99       4   16.45   -9.99       2
1406   19.73   -9.99       2   19.30   -9.99       2   18.39   -9.99       4   17.60   -9.99       2
1407   15.06   -9.99       1   14.65   -9.99       1   13.78   -9.99       1   13.10   -9.99       2
1408   17.15   -9.99       2   16.45   -9.99       1   15.91   -9.99       4   15.07   -9.99       2
1409   16.71    0.50    1012   16.43   -9.99       1   15.44    0.47    1023   14.58    0.45    1045
1410   16.43   -9.99       2   15.97   -9.99       1   14.89   -9.99       4   13.98   -9.99       2
1411   16.34   -9.99       1   15.93   -9.99       1   15.03   -9.99       1   14.06   -9.99       2
1412   16.36   -9.99       1   15.81   -9.99       1   14.85   -9.99       1   13.71   -9.99       2
1413   12.90   -9.99       1   12.35   -9.99       1   11.38   -9.99       1   10.96    0.45    1045
1414   16.16    0.50    1012   15.81   -9.99       1   14.77    0.47    1023   13.92    0.45    1045
1415   16.80    0.50    1012   15.49   -9.99       1   15.62    0.47    1023   14.78    0.45    1045
1416   18.18   -9.99       2   17.80   -9.99       2   16.95   -9.99       4   16.20   -9.99       2
1417   19.79   -9.99       2   19.65   -9.99       2   18.65   -9.99       4   17.89   -9.99       2
1418   16.65   -9.99       1   16.19   -9.99       1   15.22   -9.99       1   14.19   -9.99       2
1419   16.02   -9.99       1   15.56   -9.99       1   14.62   -9.99       1   13.76   -9.99       2
1420   16.19   -9.99       1   15.93   -9.99       1   15.14   -9.99       1   13.97   -9.99       2
1421   20.77    0.50    1012   20.47    0.43    1012   19.76    0.47    1023   18.91    0.45    1045
1422   17.05   -9.99       2   16.31   -9.99       1   15.41   -9.99       1   14.64   -9.99       2
1423   19.13   -9.99       2   18.77   -9.99       2   17.97   -9.99       4   17.15   -9.99       2
1424   15.91   -9.99       1   15.41   -9.99       1   14.53   -9.99       1   12.61   -9.99       2
1425   14.52   -9.99       1   14.04   -9.99       1   13.15   -9.99       1   12.33    0.45    1045
1426   15.49   -9.99       2   15.66   -9.99       1   14.02   -9.99       4   13.10   -9.99       2
1427   17.92    0.50    1012   17.57    0.43    1012   16.71    0.47    1023   15.87    0.45    1045
1428   19.58    0.50    1012   19.26    0.43    1012   18.50    0.47    1023   17.72    0.45    1045
1429   17.11   -9.99       2   16.32   -9.99       1   15.84   -9.99       4   14.91   -9.99       2
1430   16.13    0.50    1012   16.02   -9.99       1   14.76    0.47    1023   13.91    0.45    1045
1431   22.99   -9.99       2   25.13   -9.99       2   17.35   -9.99       4   20.84   -9.99       2
1432   18.29   -9.99       2   17.79   -9.99       1   17.01   -9.99       4   16.10   -9.99       2
1433   15.81   -9.99       1   15.41   -9.99       1   14.53   -9.99       1   13.65   -9.99       2
1434   20.37   -9.99       2   19.69   -9.99       2   18.85   -9.99       4   17.95   -9.99       2
1435   18.56   -9.99       2   17.71   -9.99       1   17.31   -9.99       4   16.58   -9.99       2
1436   19.01   -9.99       2   18.83   -9.99       2   18.10   -9.99       4   17.18   -9.99       2
1437   16.39    0.50    1012   16.13   -9.99       1   15.11    0.47    1023   14.27    0.45    1045
1438   20.58    0.50    1012   20.28    0.43    1012   19.50    0.47    1023   18.63    0.45    1040
1439   16.60   -9.99       1   16.26   -9.99       1   15.33   -9.99       1   14.20   -9.99       2
1440   16.91   -9.99       2   16.06   -9.99       1   15.16   -9.99       1   14.67   -9.99       2
1441   15.00    0.50    1012   14.76   -9.99       1   13.84   -9.99       1   12.84    0.45    1045
1442   17.31   -9.99       2   16.60   -9.99       1   15.84   -9.99       4   14.89   -9.99       2
1443   19.79   -9.99       2   19.45   -9.99       2   18.44   -9.99       4   17.94   -9.99       2
1444   18.55   -9.99       2   18.16   -9.99       2   17.39   -9.99       4   16.71   -9.99       2
1445   18.52   -9.99       2   18.28   -9.99       2   17.44   -9.99       4   16.66   -9.99       2
1446   16.00    0.50    1012   15.59   -9.99       1   14.74    0.47    1023   13.94    0.45    1045
1447   19.49   -9.99       2   19.45   -9.99       2   18.60   -9.99       4   17.82   -9.99       2
1448   20.44    0.50    1012   20.13    0.43    1012   19.57    0.47    1023   18.75    0.45    1040
1449   15.85   -9.99       2   15.94   -9.99       1   14.54   -9.99       4   13.75   -9.99       2
1450   15.37   -9.99       1   14.93   -9.99       1   14.02   -9.99       1   13.21   -9.99       2
1451   16.17   -9.99       2   15.23   -9.99       1   14.36   -9.99       1   13.78   -9.99       2
1452   18.55   -9.99       2   18.15   -9.99       2   17.33   -9.99       4   16.60   -9.99       2
1453   16.20   -9.99       2   16.12   -9.99       1   15.26   -9.99       1   13.92   -9.99       2
1454   15.46   -9.99       1   15.00   -9.99       1   14.07   -9.99       1   13.04   -9.99       2
1455   15.80    0.50    1012   15.36   -9.99       1   14.51    0.47    1023   13.69    0.45    1045
1456   16.64    0.50    1012   16.35   -9.99       1   15.51   -9.99       1   14.52    0.45    1045
1457   15.43   -9.99       2   14.75   -9.99       1   13.81   -9.99       1   12.93   -9.99       2
1458   14.99   -9.99       1   14.46   -9.99       1   13.52   -9.99       1   12.44   -9.99       2
1459   15.11    0.50    1012   14.68   -9.99       1   13.74    0.47    1023   12.93    0.45    1045
1460   14.57   -9.99       1   14.10   -9.99       1   13.17   -9.99       1   12.51   -9.99       2
1461   15.97   -9.99       1   15.49   -9.99       1   14.65   -9.99       1   13.71    0.45    1045
1462   16.28    0.50    1012   16.14   -9.99       1   15.11    0.47    1023   14.33    0.45    1045
1463   16.23    0.50    1012   15.94   -9.99       1   14.95    0.47    1023   14.14    0.45    1045
1464   16.19    0.50    1012   15.58   -9.99       1   14.89    0.47    1023   14.07    0.45    1045
1465   15.14    0.50    1012   14.91   -9.99       1   13.99   -9.99       1   12.93    0.45    1045
1466   16.18    0.50    1012   15.90   -9.99       1   14.84    0.47    1023   14.02    0.45    1045
1467   15.05   -9.99       1   14.57   -9.99       1   13.68   -9.99       1   12.74    0.45    1045
1468   14.90    0.50    1012   14.76   -9.99       1   13.42    0.47    1023   12.50    0.45    1045
1469   16.03    0.50    1012   15.80   -9.99       1   14.78    0.47    1023   13.98    0.45    1045
1470   15.59    0.50    1012   14.99   -9.99       1   14.17    0.47    1023   13.33    0.45    1045
1471   16.57    0.50    1012   16.65   -9.99       1   15.31    0.47    1023   14.49    0.45    1045
1472   15.95    0.50    1012   15.58   -9.99       1   14.61    0.47    1023   13.75    0.45    1045
1473   14.38    0.50    1012   13.88   -9.99       1   12.93   -9.99       1   12.09    0.45    1045
1474   14.95    0.50    1012   14.63   -9.99       1   13.49    0.47    1023   12.56    0.45    1045
1475   15.30    0.50    1012   14.99   -9.99       1   13.89    0.47    1023   13.00    0.45    1045
1476   15.47    0.50    1012   15.34   -9.99       1   14.16    0.47    1023   13.29    0.45    1045
1477   15.65    0.50    1012   15.11   -9.99       1   14.37    0.47    1023   13.56    0.45    1045
1478   15.96    0.50    1012   15.70   -9.99       1   14.65    0.47    1023   13.74    0.45    1045
1479   16.00    0.50    1012   15.93   -9.99       1   14.77    0.47    1023   13.99    0.45    1045
1480   15.89    0.50    1012   15.25   -9.99       1   14.56    0.47    1023   13.73    0.45    1045
1481   15.19    0.50    1012   14.84   -9.99       1   13.77    0.47    1023   13.01    0.45    1045
1482   15.82    0.50    1012   15.56   -9.99       1   14.56    0.47    1023   13.78    0.45    1045
1483   14.44    0.50    1012   14.34   -9.99       1   13.40   -9.99       1   12.37    0.45    1045
1484   15.60    0.50    1012   14.86   -9.99       1   14.27    0.47    1023   13.43    0.45    1045
1485   15.21   -9.99       1   14.99   -9.99       1   14.35   -9.99       1   13.36    0.45    1045
1486   15.72    0.50    1012   15.34   -9.99       1   14.36    0.47    1023   13.50    0.45    1045
1487   15.65    0.50    1012   15.31   -9.99       1   14.28    0.47    1023   13.46    0.45    1045
1488   13.47   -9.99       1   13.22   -9.99       1   12.45   -9.99       1   -9.99   -9.99       0
1489   16.05    0.50    1012   16.03   -9.99       1   14.79    0.47    1023   14.03    0.45    1045
1490   15.63    0.50    1012   15.41   -9.99       1   14.29    0.47    1023   13.42    0.45    1045
1491   15.71    0.50    1012   15.31   -9.99       1   14.46    0.47    1023   13.66    0.45    1045
1492   14.14    0.50    1012   13.63   -9.99       1   12.71    0.47    1023   11.94    0.45    1045
1493   16.59    0.50    1012   16.67   -9.99       1   15.46    0.47    1023   14.68    0.45    1045
1494   14.32    0.50    1012   13.85   -9.99       1   12.92   -9.99       1   12.12    0.45    1045
1495   15.80    0.50    1012   15.44   -9.99       1   14.37    0.47    1023   13.48    0.45    1045
1496   16.53    0.50    1012   16.09   -9.99       1   15.27    0.47    1023   14.45    0.45    1045
1497   15.20    0.50    1012   14.92   -9.99       1   13.80    0.47    1023   12.93    0.45    1045
1498   14.32    0.50    1012   14.01   -9.99       1   12.86    0.47    1023   12.10    0.45    1045
1499   -9.99   -9.99       0   16.61   -9.99       5   -9.99   -9.99       0   -9.99   -9.99       0
1500   -9.99   -9.99       0   15.85   -9.99       5   -9.99   -9.99       0   -9.99   -9.99       0
1501   -9.99   -9.99       0   15.01   -9.99       5   -9.99   -9.99       0   -9.99   -9.99       0
1502   -9.99   -9.99       0   13.70   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1503   13.50    0.50    1012   13.36   -9.99       1   12.23    0.47    1023   11.37    0.45    1045
1504   -9.99   -9.99       0   12.53   -9.99       1   12.00    0.30       4   -9.99   -9.99       0
1505   13.70    0.50    1012   13.22   -9.99       1   12.51    0.47    1023   11.76    0.45    1045
1506   13.22    0.50    1012   12.56   -9.99       1   11.68   -9.99       1   11.04    0.45    1045
1507   11.75   -9.99       1   11.24   -9.99       1   10.33   -9.99       1   -9.99   -9.99       0
1508   12.79   -9.99       1   12.47   -9.99       1   11.66   -9.99       1   10.77    0.45    1045
1509   12.87    0.50    1012   12.13   -9.99       1   11.32   -9.99       1   10.63    0.45    1045
1510   11.43   -9.99       1   10.96   -9.99       1   10.08   -9.99       1    9.59    0.45    1045
1511   14.28    0.50    1012   14.14   -9.99       1   12.97    0.47    1023   12.08    0.45    1045
1512   12.48   -9.99       1   11.91   -9.99       1   11.00   -9.99       1    9.91    0.45    1045
1513   14.18   -9.99       1   13.96   -9.99       1   13.16   -9.99       1   12.24    0.45    1045
1514   14.67    0.50    1012   14.39   -9.99       1   13.49    0.47    1023   12.66    0.45    1045
1515   14.02    0.50    1012   13.93   -9.99       1   13.01    0.47    1023   12.12    0.45    1045
1516   14.37    0.50    1012   13.92   -9.99       1   13.08    0.47    1023   12.21    0.45    1045
1517   -9.99   -9.99       0   13.57   -9.99       4   12.80    0.20       4   -9.99   -9.99       0
1518   -9.99   -9.99       0   15.38   -9.99       4   15.20    0.30       4   -9.99   -9.99       0
1519   -9.99   -9.99       0   11.64   -9.99       1   10.60    0.20       4   -9.99   -9.99       0
1520   13.05   -9.99       1   12.72   -9.99       1   11.82   -9.99       1   10.99    0.45    1045
1521   12.80   -9.99       1   12.30   -9.99       1   11.43   -9.99       1   10.60    0.45    1045
1522   13.58    0.50    1012   12.89   -9.99       1   12.29    0.47    1023   11.45    0.45    1045
1523   13.70    0.50    1012   13.18   -9.99       1   12.37    0.47    1023   11.50    0.45    1045
1524   12.78   -9.99       1   12.30   -9.99       1   11.45   -9.99       1   10.24    0.45    1045
1525   14.66    0.50    1012   14.72   -9.99       1   13.49    0.47    1023   12.69    0.45    1045
1526   14.08    0.50    1012   14.39   -9.99       1   12.90    0.47    1023   12.07    0.45    1045
1527   12.40   -9.99       1   12.09   -9.99       1   11.28   -9.99       1   -9.99   -9.99       0
1528   13.34   -9.99       1   12.99   -9.99       1   12.16   -9.99       1   11.17    0.45    1045
1529   12.37   -9.99       1   11.86   -9.99       1   10.99   -9.99       1   10.47    0.45    1045
1530   12.62    0.50    1012   12.42   -9.99       1   11.58   -9.99       1   10.98    0.45    1045
1531   13.42   -9.99       1   13.14   -9.99       1   12.36   -9.99       1   11.20    0.45    1045
1532   12.01   -9.99       1   11.63   -9.99       1   10.78   -9.99       1   10.08    0.45    1045
1533   13.68    0.50    1012   13.37   -9.99       1   12.44    0.47    1023   11.63    0.45    1045
1534   13.77   -9.99       1   13.37   -9.99       1   11.24    0.47    1023   10.44    0.45    1045
1535   15.02    0.50    1012   14.67   -9.99       1   13.78    0.47    1023   12.94    0.45    1045
1536   12.40   -9.99       1   11.99   -9.99       1   11.10   -9.99       1   10.13    0.45    1045
1537   13.88    0.50    1012   13.96   -9.99       1   12.99    0.47    1023   12.19    0.45    1045
1538   13.78    0.50    1012   12.51   -9.99       1   11.70   -9.99       1   11.30    0.45    1045
1539   14.24    0.50    1012   14.22   -9.99       1   12.95    0.47    1023   12.01    0.45    1045
1540   13.29   -9.99       1   12.99   -9.99       1   12.16   -9.99       1   11.14    0.45    1045
1541   11.74   -9.99       1   11.24   -9.99       1   10.32   -9.99       1   10.04    0.45    1045
1542   12.69   -9.99       1   12.16   -9.99       1   11.26   -9.99       1   10.75    0.45    1045
1543   12.08   -9.99       1   11.54   -9.99       1   10.65   -9.99       1    9.74    0.45    1045
1544   13.48    0.50    1012   13.45   -9.99       1   12.13    0.47    1023   11.29    0.45    1045
1545   13.91   -9.99       1   13.19   -9.99       1   12.24   -9.99       1   11.23    0.45    1045
1546   -9.99   -9.99       0   12.44   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1547   11.25   -9.99       1   10.82   -9.99       1    9.88   -9.99       1   -9.99   -9.99       0
1548   10.99   -9.99       1   10.66   -9.99       1    9.88   -9.99       1    9.25    0.45    1045
1549   12.57   -9.99       1   12.39   -9.99       1   11.69   -9.99       1   10.98    0.45    1045
1550   -9.99   -9.99       0   10.28   -9.99       1    8.60    0.50       4   -9.99   -9.99       0
1551   13.02    0.50    1012   12.48   -9.99       1   11.71    0.47    1023   10.91    0.45    1045
1552   13.33   -9.99       1   12.88   -9.99       1   12.01   -9.99       1   10.83    0.45    1045
1553   14.49    0.50    1012   14.61   -9.99       1   13.30    0.47    1023   12.52    0.45    1045
1554   13.27    0.50    1012   12.32   -9.99       1   11.93    0.47    1023   11.01    0.45    1045
1555   13.68    0.50    1012   13.38   -9.99       1   12.57    0.47    1023   11.79    0.45    1045
1556   13.86    0.50    1012   13.54   -9.99       1   12.63    0.47    1023   11.74    0.45    1045
1557   14.63    0.50    1012   14.53   -9.99       1   13.50    0.47    1023   12.61    0.45    1045
1558   -9.99   -9.99       0   14.77   -9.99       1   14.90    0.30       4   -9.99   -9.99       0
1559   -9.99   -9.99       0   14.89   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1560   14.20    0.50    1012   14.12   -9.99       1   12.93    0.47    1023   12.08    0.45    1045
1561   -9.99   -9.99       0    8.94   -9.99       1    7.40    0.30       4   -9.99   -9.99       0
1562   13.59    0.50    1012   13.42   -9.99       1   12.15    0.47    1023   11.27    0.45    1045
1563   -9.99   -9.99       0   15.13   -9.99       1   10.60    0.50       4   -9.99   -9.99       0
1564   12.93   -9.99       1   12.52   -9.99       1   11.67   -9.99       1   11.19    0.45    1045
1565   -9.99   -9.99       0   13.65   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1566   12.77   -9.99       1   12.35   -9.99       1   11.43   -9.99       1   -9.99   -9.99       0
1567   -9.99   -9.99       0   14.90   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1568   12.45   -9.99       1   11.98   -9.99       1   11.09   -9.99       1   -9.99   -9.99       0
1569   -9.99   -9.99       0   16.07   -9.99       4   15.30    0.80       4   -9.99   -9.99       0
1570   -9.99   -9.99       0   13.72   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1571   12.69   -9.99       1   12.45   -9.99       1   11.64   -9.99       1   -9.99   -9.99       0
1572   -9.99   -9.99       0   15.56   -9.99       1   15.20    0.20       4   -9.99   -9.99       0
1573   13.16   -9.99       1   12.82   -9.99       1   12.00   -9.99       1   11.04    0.45    1045
1574   -9.99   -9.99       0   13.52   -9.99       1   13.20    0.40       4   -9.99   -9.99       0
1575   12.10   -9.99       1   11.79   -9.99       1   10.99   -9.99       1   10.14    0.45    1045
1576   -9.99   -9.99       0   16.01   -9.99       1   14.30    0.10       4   -9.99   -9.99       0
1577   11.35   -9.99       1   10.85   -9.99       1    9.90   -9.99       1   -9.99   -9.99       0
1578   -9.99   -9.99       0   16.91   -9.99       4   13.10    0.20       4   -9.99   -9.99       0
1579   11.93   -9.99       1   11.63   -9.99       1   10.82   -9.99       1   -9.99   -9.99       0
1580   12.73   -9.99       1   12.45   -9.99       1   11.58   -9.99       1   10.87    0.45    1045
1581   12.97   -9.99       1   13.00   -9.99       1   12.37   -9.99       1   11.51    0.45    1045
1582   -9.99   -9.99       0   14.97   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1583   14.70   -9.99       1   14.89   -9.99       1   14.56   -9.99       1   14.44    0.45    1045
1584   -9.99   -9.99       0   14.62   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1585   15.12   -9.99       1   14.70   -9.99       1   13.82   -9.99       1   12.70    0.45    1045
1586   12.67   -9.99       1   12.12   -9.99       1   11.18   -9.99       1   10.36    0.45    1045
1587   14.21    0.50    1012   13.99   -9.99       1   13.00    0.47    1023   12.33    0.45    1045
1588   13.53   -9.99       1   13.12   -9.99       1   12.31   -9.99       1   11.49    0.45    1045
1589   14.88    0.50    1012   15.46   -9.99       1   13.67    0.47    1023   12.83    0.45    1045
1590   13.93   -9.99       1   13.43   -9.99       1   12.57   -9.99       1   11.58    0.45    1045
1591   15.00    0.50    1012   15.79   -9.99       1   13.90    0.47    1023   13.09    0.45    1045
1592   14.69   -9.99       1   14.43   -9.99       1   13.58   -9.99       1   12.46    0.45    1045
1593   12.20   -9.99       1   11.70   -9.99       1   10.77   -9.99       1   10.18    0.45    1045
1594   15.50    0.50    1012   16.21   -9.99       1   14.16    0.47    1023   13.30    0.45    1045
1595   15.50    0.50    1012   15.23   -9.99       1   14.37    0.47    1023   13.54    0.45    1045
1596   14.05   -9.99       1   13.51   -9.99       1   12.59   -9.99       1   11.53    0.45    1045
1597   12.32   -9.99       1   11.81   -9.99       1   10.86   -9.99       1   -9.99   -9.99       0
1598   -9.99   -9.99       0   17.34   -9.99       1   -9.99   -9.99       0   -9.99   -9.99       0
1599   15.75    0.50    1012   14.87   -9.99       1   14.75    0.47    1023   13.93    0.45    1045
1600   14.27   -9.99       1   13.89   -9.99       1   12.95   -9.99       1   12.08    0.45    1045
1601   13.85   -9.99       1   13.37   -9.99       1   12.46   -9.99       1   11.66    0.45    1045
1602   13.77   -9.99       1   13.52   -9.99       1   12.82   -9.99       1   11.74    0.45    1045
1603   -9.99   -9.99       0   18.46   -9.99       4   18.00    0.80       4   -9.99   -9.99       0
1604   14.64    0.50    1012   14.31   -9.99       1   13.35    0.47    1023   12.49    0.45    1045
1605   -9.99   -9.99       0   16.55   -9.99       4   16.00    9.90       4   -9.99   -9.99       0
1606   15.83    0.50    1012   15.19   -9.99       1   14.48    0.47    1023   13.69    0.45    1045
1607   14.38    0.50    1012   14.50   -9.99       1   13.38    0.47    1023   12.73    0.45    1045
1608   16.43    0.50    1012   16.08   -9.99       1   15.26    0.47    1023   14.45    0.45    1045
1609   15.62    0.50    1012   14.70   -9.99       1   14.18    0.47    1023   13.30    0.45    1045
1610   17.00    0.50    1012   16.78   -9.99       1   15.73    0.47    1023   14.88    0.45    1045
1611   16.56    0.50    1012   16.07   -9.99       1   15.23    0.47    1023   14.39    0.45    1045
1612   14.67    0.50    1012   14.65   -9.99       1   13.39    0.47    1023   12.44    0.45    1045
1613   16.30    0.50    1012   15.80   -9.99       1   14.88    0.47    1023   14.01    0.45    1045
1614   15.86    0.50    1012   15.46    0.43    1012   14.45    0.47    1023   13.61    0.45    1045
1615   16.40    0.50    1012   15.77   -9.99       1   14.96    0.47    1023   14.04    0.45    1045
1616   17.22    0.50    1012   16.86   -9.99       1   15.97    0.47    1023   15.11    0.45    1045
1617   17.47    0.50    1012   17.09    0.43    1012   16.32    0.47    1023   15.56    0.45    1045
1618   16.97    0.50    1012   16.14   -9.99       1   15.59    0.47    1023   14.72    0.45    1045
1619   17.30    0.50    1012   16.92    0.43    1012   16.13    0.47    1023   15.26    0.45    1045
1620   15.87    0.50    1012   15.27   -9.99       1   14.44    0.47    1023   13.53    0.45    1045
1621   16.08    0.50    1012   15.06   -9.99       1   14.71    0.47    1023   13.84    0.45    1045
1622   16.43    0.50    1012   15.95   -9.99       1   15.02    0.47    1023   14.16    0.45    1045
1623   17.12    0.50    1012   16.67   -9.99       1   15.81    0.47    1023   14.92    0.45    1045
1624   15.77    0.50    1012   15.19   -9.99       1   14.34    0.47    1023   13.51    0.45    1045
1625   16.54    0.50    1012   16.00   -9.99       1   15.09    0.47    1023   14.25    0.45    1045
1626   16.78    0.50    1012   16.23   -9.99       1   15.45    0.47    1023   14.61    0.45    1045
1627   15.82    0.50    1012   15.55   -9.99       1   14.41    0.47    1023   13.50    0.45    1045
1628   17.21    0.50    1012   16.86   -9.99       1   15.95    0.47    1023   15.12    0.45    1045
1629   16.22    0.50    1012   15.84   -9.99       1   14.82    0.47    1023   13.95    0.45    1045
1630   15.89    0.50    1012   15.49   -9.99       1   14.41    0.47    1023   13.47    0.45    1045
1631   17.88    0.50    1012   17.31   -9.99       1   16.62    0.47    1023   15.72    0.45    1045
1632   16.33    0.50    1012   15.57   -9.99       1   14.95    0.47    1023   14.08    0.45    1045
1633   15.87    0.50    1012   15.15   -9.99       1   14.44    0.47    1023   13.53    0.45    1045
1634   16.90    0.50    1012   16.36   -9.99       1   15.47    0.47    1023   14.56    0.45    1045
1635   16.80    0.50    1012   16.18   -9.99       1   15.34    0.47    1023   14.43    0.45    1045
1636   16.82    0.50    1012   16.32   -9.99       1   15.46    0.47    1023   14.60    0.45    1045
1637   15.64    0.50    1012   14.99   -9.99       1   14.21    0.47    1023   13.38    0.45    1045
1638   15.54    0.50    1012   15.28   -9.99       1   14.05    0.47    1023   13.23    0.45    1045
1639   16.87    0.50    1012   16.12   -9.99       1   15.64    0.47    1023   14.81    0.45    1045
1640   15.57    0.50    1012   15.21   -9.99       1   14.16    0.47    1023   13.34    0.45    1045
1641   15.47    0.50    1012   14.77   -9.99       1   13.97    0.47    1023   13.13    0.45    1045
